Unit.ID	Genotype	Soil	Replication	Row	Column	Platform
319	EPPN1_H	WD2	2	6	19	M3P
320	EPPN11_H	WD2	2	6	20	M3P
321	EPPN9_H	WD2	2	6	21	M3P
322	EPPN3_H	WD2	2	6	22	M3P
323	EPPN2_H	WD2	2	6	23	M3P
324	EPPN4_H	WD2	2	6	24	M3P
325	EPPN13_H	WD2	2	6	25	M3P
326	EPPN5_H	WD2	2	6	26	M3P
327	EPPN12_H	WD2	2	6	27	M3P
328	EPPN6_H	WD2	2	6	28	M3P
329	EPPN7_H	WD2	2	6	29	M3P
330	EPPN8_H	WD2	2	6	30	M3P
331	EPPN3_L	WW	3	6	31	M3P
332	EPPN12_L	WW	3	6	32	M3P
333	EPPN11_L	WW	3	6	33	M3P
334	EPPN6_L	WW	3	6	34	M3P
335	EPPN7_L	WW	3	6	35	M3P
336	EPPN5_L	WW	3	6	36	M3P
337	EPPN1_L	WW	3	6	37	M3P
338	EPPN20_T	WW	3	6	38	M3P
339	EPPN10_L	WW	3	6	39	M3P
340	EPPN9_L	WW	3	6	40	M3P
341	EPPN2_L	WW	3	6	41	M3P
342	EPPN14_L	WW	3	6	42	M3P
343	EPPN8_L	WW	3	6	43	M3P
344	EPPN13_L	WW	3	6	44	M3P
345	EPPN4_L	WW	3	6	45	M3P
346	EPPN6_H	WD1	4	6	46	M3P
347	EPPN8_H	WD1	4	6	47	M3P
348	EPPN15_H	WD1	4	6	48	M3P
349	EPPN2_H	WD1	4	6	49	M3P
350	EPPN5_H	WD1	4	6	50	M3P
351	EPPN7_H	WD1	4	6	51	M3P
352	EPPN9_H	WD1	4	6	52	M3P
353	EPPN1_H	WD1	4	6	53	M3P
354	EPPN12_H	WD1	4	6	54	M3P
355	EPPN4_H	WD1	4	6	55	M3P
356	EPPN14_H	WD1	4	6	56	M3P
357	EPPN3_H	WD1	4	6	57	M3P
358	EPPN11_H	WD1	4	6	58	M3P
359	EPPN13_H	WD1	4	6	59	M3P
360	EPPN10_H	WD1	4	6	60	M3P
361	EPPN8_H	WW	5	7	1	M3P
362	EPPN1_H	WW	5	7	2	M3P
363	EPPN14_H	WW	5	7	3	M3P
364	EPPN5_H	WW	5	7	4	M3P
365	EPPN6_H	WW	5	7	5	M3P
366	EPPN13_H	WW	5	7	6	M3P
367	EPPN15_H	WW	5	7	7	M3P
368	EPPN10_H	WW	5	7	8	M3P
369	EPPN11_H	WW	5	7	9	M3P
370	EPPN3_H	WW	5	7	10	M3P
371	EPPN4_H	WW	5	7	11	M3P
372	EPPN7_H	WW	5	7	12	M3P
373	EPPN2_H	WW	5	7	13	M3P
374	EPPN12_H	WW	5	7	14	M3P
375	EPPN9_H	WW	5	7	15	M3P
376	EPPN14_H	WD1	5	7	16	M3P
377	EPPN10_H	WD1	5	7	17	M3P
378	EPPN1_H	WD1	5	7	18	M3P
379	EPPN15_H	WD1	5	7	19	M3P
380	EPPN9_H	WD1	5	7	20	M3P
381	EPPN11_H	WD1	5	7	21	M3P
382	EPPN2_H	WD1	5	7	22	M3P
383	EPPN4_H	WD1	5	7	23	M3P
384	EPPN13_H	WD1	5	7	24	M3P
385	EPPN5_H	WD1	5	7	25	M3P
386	EPPN12_H	WD1	5	7	26	M3P
387	EPPN6_H	WD1	5	7	27	M3P
388	EPPN7_H	WD1	5	7	28	M3P
389	EPPN8_H	WD1	5	7	29	M3P
390	EPPN3_H	WD1	5	7	30	M3P
391	EPPN11_L	WD2	5	7	31	M3P
392	EPPN3_L	WD2	5	7	32	M3P
393	EPPN12_L	WD2	5	7	33	M3P
394	EPPN7_L	WD2	5	7	34	M3P
395	EPPN6_L	WD2	5	7	35	M3P
396	EPPN1_L	WD2	5	7	36	M3P
397	EPPN5_L	WD2	5	7	37	M3P
398	EPPN10_L	WD2	5	7	38	M3P
399	EPPN20_T	WD2	5	7	39	M3P
400	EPPN2_L	WD2	5	7	40	M3P
401	EPPN14_L	WD2	5	7	41	M3P
402	EPPN8_L	WD2	5	7	42	M3P
403	EPPN13_L	WD2	5	7	43	M3P
404	EPPN4_L	WD2	5	7	44	M3P
405	EPPN9_L	WD2	5	7	45	M3P
406	DZPG91	WW	5	8	1	M3P
407	DZPG72	WW	5	8	2	M3P
408	DZPG	WW	5	8	3	M3P
409	DZPG23	WW	5	8	4	M3P
410	DZPG100	WW	5	8	5	M3P
411	DZPG93	WW	5	8	6	M3P
412	DZPG999	WW	5	8	7	M3P
413	DZPG96	WW	5	8	8	M3P
414	DZPG72	WW	5	8	9	M3P
415	DZPG	WW	5	8	10	M3P
416	DZPG100	WW	5	8	11	M3P
417	DZPG93	WW	5	8	12	M3P
418	DZPG91	WW	5	8	13	M3P
419	DZPG96	WW	5	8	14	M3P
420	DZPG999	WW	5	8	15	M3P
421	EPPN10_L	WD1	5	8	16	M3P
422	EPPN3_L	WD1	5	8	17	M3P
423	EPPN13_L	WD1	5	8	18	M3P
424	EPPN1_L	WD1	5	8	19	M3P
425	EPPN8_L	WD1	5	8	20	M3P
426	EPPN12_L	WD1	5	8	21	M3P
427	EPPN5_L	WD1	5	8	22	M3P
428	EPPN6_L	WD1	5	8	23	M3P
429	EPPN14_L	WD1	5	8	24	M3P
430	EPPN4_L	WD1	5	8	25	M3P
431	EPPN11_L	WD1	5	8	26	M3P
432	EPPN7_L	WD1	5	8	27	M3P
433	EPPN2_L	WD1	5	8	28	M3P
434	EPPN9_L	WD1	5	8	29	M3P
435	EPPN20_T	WD1	5	8	30	M3P
436	EPPN4_L	WD2	5	8	31	M3P
437	EPPN8_L	WD2	5	8	32	M3P
438	EPPN9_L	WD2	5	8	33	M3P
439	EPPN20_T	WD2	5	8	34	M3P
440	EPPN5_L	WD2	5	8	35	M3P
441	EPPN11_L	WD2	5	8	36	M3P
442	EPPN1_L	WD2	5	8	37	M3P
443	EPPN7_L	WD2	5	8	38	M3P
444	EPPN3_L	WD2	5	8	39	M3P
445	EPPN2_L	WD2	5	8	40	M3P
446	EPPN12_L	WD2	5	8	41	M3P
447	EPPN6_L	WD2	5	8	42	M3P
448	EPPN10_L	WD2	5	8	43	M3P
449	EPPN14_L	WD2	5	8	44	M3P
450	EPPN13_L	WD2	5	8	45	M3P
