Unit.ID	Time	Date	Timestamp	Manual_Plant_height_cm	Leaf_number	Wue	Plant_biomass	Ligulated_leaf_number	Plant_emergence	Plant_transpiration	Daily_wu	Soil_water_potential	Genotype	Soil	Replication	Row	Column	Platform
53	10:57:48	2020-09-14	2020-09-14 10:57:48	NA	NA	-14.0914989139377	NA	NA	NA	NA	NA	NA	EPPN2_H	NA	3	6	17	ALSIA
63	10:58:25	2020-09-14	2020-09-14 10:58:25	NA	NA	-15.9848488906697	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	3	7	17	ALSIA
43	11:00:19	2020-09-14	2020-09-14 11:00:19	NA	NA	-17.1667076815353	NA	NA	NA	NA	NA	NA	EPPN1_H	NA	3	10	17	ALSIA
23	11:00:57	2020-09-14	2020-09-14 11:00:57	NA	NA	-12.755081011723	NA	NA	NA	NA	NA	NA	EPPN3_L	NA	3	11	17	ALSIA
83	11:02:13	2020-09-14	2020-09-14 11:02:13	NA	NA	-7.14380788367105	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	3	13	17	ALSIA
64	11:02:50	2020-09-14	2020-09-14 11:02:50	NA	NA	-13.7443268068096	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	4	14	17	ALSIA
44	11:04:05	2020-09-14	2020-09-14 11:04:05	NA	NA	-16.4053995667846	NA	NA	NA	NA	NA	NA	EPPN1_H	NA	4	16	17	ALSIA
74	11:04:42	2020-09-14	2020-09-14 11:04:42	NA	NA	-16.3052654421052	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	4	17	17	ALSIA
24	11:05:18	2020-09-14	2020-09-14 11:05:18	NA	NA	-13.698192016719	NA	NA	NA	NA	NA	NA	EPPN3_L	NA	4	18	17	ALSIA
34	11:05:57	2020-09-14	2020-09-14 11:05:57	NA	NA	-11.8192302335157	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	4	19	17	ALSIA
4	11:06:35	2020-09-14	2020-09-14 11:06:35	NA	NA	-14.8734404490277	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	4	20	17	ALSIA
54	11:07:51	2020-09-14	2020-09-14 11:07:51	NA	NA	-11.620569329233	NA	NA	NA	NA	NA	NA	EPPN2_H	NA	4	22	17	ALSIA
84	11:09:05	2020-09-14	2020-09-14 11:09:05	NA	NA	-12.2434498133926	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	4	24	17	ALSIA
14	11:09:42	2020-09-14	2020-09-14 11:09:42	NA	NA	-5.94262247966661	NA	NA	NA	NA	NA	NA	EPPN2_L	NA	4	25	17	ALSIA
61	11:30:24	2020-09-14	2020-09-14 11:30:24	NA	NA	-8.12548867806659	NA	NA	NA	NA	NA	NA	EPPN3_H	NA	1	1	18	ALSIA
