Unit.ID	Time	Date	Timestamp	DW_shoot_g	FW_shoot_g	DW_root_g	FW_root_g	Leaf_number	Plant_height_cm	DW_plant_g	Root_length_cm	Root_number	Root_angle	Total_wu	DW_seed_g	FW_seed_g	Leaf_area_cmsquared	Genotype	Soil	Replication	Row	Column	Platform
172	NA	2020-12-23	NA	0.3962	0.07	0.2137	5.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN9_H	NA	NA	73	2	UCL
176	NA	2020-12-23	NA	0.2306	3.01	0.1046	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN8_L	NA	NA	77	2	UCL
179	NA	2020-12-23	NA	0.2713	3.56	0.1069	2.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN13_H	NA	NA	80	2	UCL
180	NA	2020-12-23	NA	0.1495	1.61	0.0709	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN11_L	NA	NA	81	2	UCL
184	NA	2020-12-23	NA	0.3174	4.66	0.1363	3.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN15_H	NA	NA	85	2	UCL
186	NA	2020-12-23	NA	0.4595	6.75	0.2139	4.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN11_H	NA	NA	87	2	UCL
187	NA	2020-12-23	NA	0.1665	2.43	0.0562	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN1_H	NA	NA	88	2	UCL
188	NA	2020-12-23	NA	0.0686	0.92	0.0245	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN9_L	NA	NA	89	2	UCL
189	NA	2020-12-23	NA	0.173	2.35	0.0608	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN20_T	NA	NA	90	2	UCL
191	NA	2020-12-23	NA	0.197	2.73	0.0842	1.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_H	NA	NA	92	2	UCL
194	NA	2020-12-23	NA	0.2439	3.17	0.0953	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN12_H	NA	NA	95	2	UCL
196	NA	2020-12-23	NA	NA	0	0.0024	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN4_L	NA	NA	97	2	UCL
198	NA	2020-12-23	NA	0.3405	4.57	0.1196	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	EPPN1_L	NA	NA	99	2	UCL
