Date and Time,Type:,Fixture ID:,Measurement:
04/06/2021 10.52.35,Height (mm)                   ,104,"174,00"
04/06/2021 10.49.43,Height (mm)                   ,95,"197,00"
04/06/2021 10.46.56,Height (mm)                   ,14,"141,00"
04/06/2021 10.44.07,Height (mm)                   ,68,"171,00"
04/06/2021 10.41.17,Height (mm)                   ,50,"111,00"
04/06/2021 10.38.29,Height (mm)                   ,5,"176,00"
04/06/2021 10.35.43,Height (mm)                   ,23,"222,00"
04/06/2021 10.33.48,Height (mm)                   ,32,"225,00"
04/06/2021 10.30.05,Height (mm)                   ,78,"209,00"
04/06/2021 10.27.18,Height (mm)                   ,15,"172,00"
04/06/2021 10.24.31,Height (mm)                   ,87,"170,00"
04/06/2021 10.21.44,Height (mm)                   ,105,"191,00"
04/06/2021 10.18.57,Height (mm)                   ,24,"195,00"
04/06/2021 10.16.10,Height (mm)                   ,69,"187,00"
04/06/2021 10.13.21,Height (mm)                   ,114,"152,00"
04/06/2021 10.10.33,Height (mm)                   ,33,"189,00"
04/06/2021 10.07.45,Height (mm)                   ,42,"141,00"
04/06/2021 10.04.53,Height (mm)                   ,60,"160,00"
04/06/2021 10.02.04,Height (mm)                   ,96,"222,00"
04/06/2021 09.59.16,Height (mm)                   ,6,"127,00"
04/06/2021 09.57.17,Height (mm)                   ,51,"148,00"
04/06/2021 09.53.58,Height (mm)                   ,79,"213,00"
04/06/2021 09.51.13,Height (mm)                   ,106,"160,00"
04/06/2021 09.48.25,Height (mm)                   ,52,"163,00"
04/06/2021 09.45.36,Height (mm)                   ,25,"205,00"
04/06/2021 09.42.48,Height (mm)                   ,34,"124,00"
04/06/2021 09.39.57,Height (mm)                   ,7,"28,00"
04/06/2021 09.37.10,Height (mm)                   ,88,"193,00"
04/06/2021 09.34.22,Height (mm)                   ,115,"179,00"
04/06/2021 09.31.31,Height (mm)                   ,97,"57,00"
04/06/2021 09.28.44,Height (mm)                   ,61,"154,00"
04/06/2021 09.25.54,Height (mm)                   ,43,"186,00"
04/06/2021 09.23.06,Height (mm)                   ,70,"161,00"
04/06/2021 09.21.04,Height (mm)                   ,16,"198,00"
04/06/2021 09.17.26,Height (mm)                   ,107,"179,00"
04/06/2021 09.14.39,Height (mm)                   ,26,"213,00"
04/06/2021 09.11.46,Height (mm)                   ,80,"174,00"
04/06/2021 09.09.01,Height (mm)                   ,98,"207,00"
04/06/2021 09.06.11,Height (mm)                   ,17,"154,00"
04/06/2021 09.03.22,Height (mm)                   ,89,"205,00"
04/06/2021 09.00.32,Height (mm)                   ,44,"160,00"
04/06/2021 08.40.48,Height (mm)                   ,72,"198,00"
04/06/2021 08.38.02,Height (mm)                   ,63,"208,00"
04/06/2021 08.35.14,Height (mm)                   ,18,"227,00"
04/06/2021 08.32.24,Height (mm)                   ,9,"182,00"
04/06/2021 08.29.34,Height (mm)                   ,99,"191,00"
04/06/2021 08.26.45,Height (mm)                   ,36,"225,00"
04/06/2021 08.23.56,Height (mm)                   ,117,"193,00"
04/06/2021 08.21.30,Height (mm)                   ,108,"161,00"
04/06/2021 08.18.41,Height (mm)                   ,45,"179,00"
04/06/2021 08.15.52,Height (mm)                   ,27,"213,00"
04/06/2021 08.13.02,Height (mm)                   ,90,"200,00"
04/06/2021 08.10.48,Height (mm)                   ,81,"197,00"
04/06/2021 08.09.54,Height (mm)                   ,54,"193,00"
03/06/2021 18.49.25,Height (mm)                   ,111,"230,00"
03/06/2021 18.46.38,Height (mm)                   ,30,"160,00"
03/06/2021 18.44.10,Height (mm)                   ,39,"159,00"
03/06/2021 18.41.21,Height (mm)                   ,3,"145,00"
03/06/2021 18.38.32,Height (mm)                   ,84,"178,00"
03/06/2021 18.35.41,Height (mm)                   ,21,"213,00"
03/06/2021 18.32.51,Height (mm)                   ,66,"168,00"
03/06/2021 18.30.03,Height (mm)                   ,48,"178,00"
03/06/2021 18.27.11,Height (mm)                   ,12,"166,00"
03/06/2021 18.24.21,Height (mm)                   ,93,"171,00"
03/06/2021 18.21.32,Height (mm)                   ,57,"154,00"
03/06/2021 18.18.40,Height (mm)                   ,102,"161,00"
03/06/2021 18.16.33,Height (mm)                   ,75,"186,00"
03/06/2021 18.12.59,Height (mm)                   ,13,"126,00"
03/06/2021 18.10.13,Height (mm)                   ,103,"172,00"
03/06/2021 18.07.23,Height (mm)                   ,67,"156,00"
03/06/2021 18.04.56,Height (mm)                   ,22,"194,00"
03/06/2021 18.02.07,Height (mm)                   ,58,"147,00"
03/06/2021 17.59.40,Height (mm)                   ,4,"150,00"
03/06/2021 17.56.54,Height (mm)                   ,94,"175,00"
03/06/2021 17.54.06,Height (mm)                   ,85,"161,00"
03/06/2021 17.51.17,Height (mm)                   ,40,"143,00"
03/06/2021 17.48.28,Height (mm)                   ,112,"195,00"
03/06/2021 17.45.38,Height (mm)                   ,49,"100,00"
03/06/2021 17.42.48,Height (mm)                   ,31,"161,00"
03/06/2021 17.40.49,Height (mm)                   ,76,"168,00"
03/06/2021 17.37.08,Height (mm)                   ,113,"208,00"
03/06/2021 17.34.19,Height (mm)                   ,77,"200,00"
03/06/2021 17.31.29,Height (mm)                   ,59,"163,00"
03/06/2021 17.29.03,Height (mm)                   ,86,"204,00"
03/06/2021 17.26.12,Height (mm)                   ,41,"142,00"
03/06/2021 17.23.21,Height (mm)                   ,104,"153,00"
03/06/2021 17.20.33,Height (mm)                   ,95,"174,00"
03/06/2021 17.17.41,Height (mm)                   ,14,"133,00"
03/06/2021 17.14.52,Height (mm)                   ,68,"149,00"
03/06/2021 17.12.04,Height (mm)                   ,50,"96,00"
03/06/2021 17.09.14,Height (mm)                   ,5,"154,00"
03/06/2021 17.06.23,Height (mm)                   ,23,"197,00"
03/06/2021 17.04.21,Height (mm)                   ,32,"196,00"
03/06/2021 17.00.39,Height (mm)                   ,78,"197,00"
03/06/2021 16.57.51,Height (mm)                   ,15,"152,00"
03/06/2021 16.55.05,Height (mm)                   ,87,"164,00"
03/06/2021 16.52.15,Height (mm)                   ,105,"181,00"
03/06/2021 16.49.26,Height (mm)                   ,24,"167,00"
03/06/2021 16.46.35,Height (mm)                   ,69,"177,00"
03/06/2021 16.43.45,Height (mm)                   ,114,"135,00"
03/06/2021 16.41.18,Height (mm)                   ,33,"159,00"
03/06/2021 16.38.29,Height (mm)                   ,42,"127,00"
03/06/2021 16.35.39,Height (mm)                   ,60,"135,00"
03/06/2021 16.32.47,Height (mm)                   ,96,"197,00"
03/06/2021 16.29.58,Height (mm)                   ,6,"110,00"
03/06/2021 16.27.59,Height (mm)                   ,51,"132,00"
03/06/2021 16.24.17,Height (mm)                   ,79,"186,00"
03/06/2021 16.21.52,Height (mm)                   ,106,"142,00"
03/06/2021 16.19.03,Height (mm)                   ,52,"137,00"
03/06/2021 16.16.14,Height (mm)                   ,25,"183,00"
03/06/2021 16.13.24,Height (mm)                   ,34,"109,00"
03/06/2021 16.10.33,Height (mm)                   ,7,"28,00"
03/06/2021 16.07.44,Height (mm)                   ,88,"194,00"
03/06/2021 16.04.54,Height (mm)                   ,115,"165,00"
03/06/2021 16.02.05,Height (mm)                   ,97,"53,00"
03/06/2021 15.59.39,Height (mm)                   ,61,"136,00"
03/06/2021 15.57.11,Height (mm)                   ,43,"161,00"
03/06/2021 15.54.22,Height (mm)                   ,70,"146,00"
03/06/2021 15.52.12,Height (mm)                   ,16,"181,00"
03/06/2021 15.48.40,Height (mm)                   ,107,"160,00"
03/06/2021 15.45.52,Height (mm)                   ,26,"189,00"
03/06/2021 15.43.04,Height (mm)                   ,80,"153,00"
03/06/2021 15.40.13,Height (mm)                   ,98,"193,00"
03/06/2021 15.37.24,Height (mm)                   ,17,"146,00"
03/06/2021 15.34.35,Height (mm)                   ,89,"183,00"
03/06/2021 15.32.09,Height (mm)                   ,44,"147,00"
03/06/2021 15.29.18,Height (mm)                   ,53,"110,00"
03/06/2021 15.26.26,Height (mm)                   ,8,"143,00"
03/06/2021 15.23.36,Height (mm)                   ,116,"107,00"
03/06/2021 15.20.46,Height (mm)                   ,62,"157,00"
03/06/2021 15.17.57,Height (mm)                   ,35,"188,00"
03/06/2021 15.15.52,Height (mm)                   ,71,"169,00"
03/06/2021 15.12.18,Height (mm)                   ,72,"179,00"
03/06/2021 15.09.28,Height (mm)                   ,63,"165,00"
03/06/2021 15.06.37,Height (mm)                   ,18,"189,00"
03/06/2021 15.03.48,Height (mm)                   ,9,"152,00"
03/06/2021 15.00.59,Height (mm)                   ,99,"168,00"
03/06/2021 14.58.13,Height (mm)                   ,36,"192,00"
03/06/2021 14.55.26,Height (mm)                   ,117,"166,00"
03/06/2021 14.52.34,Height (mm)                   ,108,"151,00"
03/06/2021 14.49.45,Height (mm)                   ,45,"163,00"
03/06/2021 14.46.58,Height (mm)                   ,27,"186,00"
03/06/2021 14.44.09,Height (mm)                   ,90,"178,00"
03/06/2021 14.41.20,Height (mm)                   ,81,"172,00"
03/06/2021 14.39.16,Height (mm)                   ,54,"173,00"
03/06/2021 14.35.42,Height (mm)                   ,10,"140,00"
03/06/2021 14.33.19,Height (mm)                   ,37,"132,00"
03/06/2021 14.30.30,Height (mm)                   ,19,"154,00"
03/06/2021 14.27.41,Height (mm)                   ,28,"156,00"
03/06/2021 14.24.53,Height (mm)                   ,1,"174,00"
03/06/2021 14.22.03,Height (mm)                   ,64,"84,00"
03/06/2021 14.19.39,Height (mm)                   ,82,"187,00"
03/06/2021 14.16.50,Height (mm)                   ,46,"140,00"
03/06/2021 14.14.25,Height (mm)                   ,100,"137,00"
03/06/2021 14.11.36,Height (mm)                   ,55,"135,00"
03/06/2021 14.08.46,Height (mm)                   ,91,"168,00"
03/06/2021 14.05.54,Height (mm)                   ,109,"190,00"
03/06/2021 14.03.48,Height (mm)                   ,73,"173,00"
03/06/2021 14.00.17,Height (mm)                   ,74,"178,00"
03/06/2021 13.57.29,Height (mm)                   ,11,"140,00"
03/06/2021 13.54.40,Height (mm)                   ,2,"166,00"
03/06/2021 13.51.52,Height (mm)                   ,65,"131,00"
03/06/2021 13.48.59,Height (mm)                   ,56,"139,00"
03/06/2021 13.46.09,Height (mm)                   ,47,"148,00"
03/06/2021 13.43.18,Height (mm)                   ,29,"144,00"
03/06/2021 13.40.29,Height (mm)                   ,83,"153,00"
03/06/2021 13.37.39,Height (mm)                   ,110,"182,00"
03/06/2021 13.34.50,Height (mm)                   ,101,"149,00"
03/06/2021 13.32.01,Height (mm)                   ,38,"162,00"
03/06/2021 13.29.42,Height (mm)                   ,20,"177,00"
03/06/2021 13.28.56,Height (mm)                   ,92,"176,00"
03/06/2021 12.48.58,Height (mm)                   ,13,"111,00"
03/06/2021 12.46.11,Height (mm)                   ,103,"157,00"
03/06/2021 12.43.20,Height (mm)                   ,67,"151,00"
03/06/2021 12.40.33,Height (mm)                   ,22,"193,00"
03/06/2021 12.37.45,Height (mm)                   ,58,"135,00"
03/06/2021 12.34.52,Height (mm)                   ,4,"144,00"
03/06/2021 12.32.02,Height (mm)                   ,94,"167,00"
03/06/2021 12.29.14,Height (mm)                   ,85,"157,00"
03/06/2021 12.26.23,Height (mm)                   ,40,"129,00"
03/06/2021 12.23.32,Height (mm)                   ,112,"191,00"
03/06/2021 12.20.45,Height (mm)                   ,49,"97,00"
03/06/2021 12.18.00,Height (mm)                   ,31,"157,00"
03/06/2021 11.53.02,Height (mm)                   ,76,"159,00"
03/06/2021 11.49.26,Height (mm)                   ,113,"198,00"
03/06/2021 11.46.34,Height (mm)                   ,77,"192,00"
03/06/2021 11.44.08,Height (mm)                   ,59,"158,00"
03/06/2021 11.41.18,Height (mm)                   ,86,"201,00"
03/06/2021 11.38.30,Height (mm)                   ,41,"131,00"
03/06/2021 11.35.39,Height (mm)                   ,104,"149,00"
03/06/2021 11.32.53,Height (mm)                   ,95,"171,00"
03/06/2021 11.30.04,Height (mm)                   ,14,"130,00"
03/06/2021 11.27.14,Height (mm)                   ,68,"146,00"
03/06/2021 11.24.48,Height (mm)                   ,50,"94,00"
03/06/2021 11.21.58,Height (mm)                   ,5,"158,00"
03/06/2021 11.19.08,Height (mm)                   ,23,"197,00"
03/06/2021 11.17.08,Height (mm)                   ,32,"203,00"
03/06/2021 11.13.27,Height (mm)                   ,78,"179,00"
03/06/2021 11.10.39,Height (mm)                   ,15,"148,00"
03/06/2021 11.07.50,Height (mm)                   ,87,"163,00"
03/06/2021 11.05.04,Height (mm)                   ,105,"177,00"
03/06/2021 11.02.14,Height (mm)                   ,24,"170,00"
03/06/2021 10.59.24,Height (mm)                   ,69,"165,00"
03/06/2021 10.56.36,Height (mm)                   ,114,"132,00"
03/06/2021 10.53.45,Height (mm)                   ,33,"153,00"
03/06/2021 10.50.54,Height (mm)                   ,42,"124,00"
03/06/2021 10.48.09,Height (mm)                   ,60,"132,00"
03/06/2021 10.45.18,Height (mm)                   ,96,"193,00"
03/06/2021 10.42.28,Height (mm)                   ,6,"110,00"
03/06/2021 10.40.22,Height (mm)                   ,51,"127,00"
03/06/2021 10.36.46,Height (mm)                   ,79,"179,00"
03/06/2021 10.33.57,Height (mm)                   ,106,"141,00"
03/06/2021 10.31.31,Height (mm)                   ,52,"132,00"
03/06/2021 10.28.43,Height (mm)                   ,25,"178,00"
03/06/2021 10.25.52,Height (mm)                   ,34,"108,00"
03/06/2021 10.22.58,Height (mm)                   ,7,"28,00"
03/06/2021 10.20.33,Height (mm)                   ,88,"173,00"
03/06/2021 10.17.43,Height (mm)                   ,115,"164,00"
03/06/2021 10.14.52,Height (mm)                   ,97,"54,00"
03/06/2021 10.12.02,Height (mm)                   ,61,"139,00"
03/06/2021 10.09.12,Height (mm)                   ,43,"164,00"
03/06/2021 10.06.23,Height (mm)                   ,70,"148,00"
03/06/2021 10.04.24,Height (mm)                   ,16,"171,00"
03/06/2021 10.00.42,Height (mm)                   ,107,"152,00"
03/06/2021 09.57.55,Height (mm)                   ,26,"186,00"
03/06/2021 09.55.04,Height (mm)                   ,80,"157,00"
03/06/2021 09.52.16,Height (mm)                   ,98,"187,00"
03/06/2021 09.49.24,Height (mm)                   ,17,"139,00"
03/06/2021 09.46.35,Height (mm)                   ,89,"187,00"
03/06/2021 09.43.46,Height (mm)                   ,44,"137,00"
03/06/2021 09.40.55,Height (mm)                   ,53,"109,00"
03/06/2021 09.38.05,Height (mm)                   ,8,"136,00"
03/06/2021 09.35.17,Height (mm)                   ,116,"107,00"
03/06/2021 09.32.48,Height (mm)                   ,62,"152,00"
03/06/2021 09.29.58,Height (mm)                   ,35,"186,00"
03/06/2021 09.28.22,Height (mm)                   ,71,"168,00"
03/06/2021 09.24.40,Height (mm)                   ,72,"169,00"
03/06/2021 09.21.53,Height (mm)                   ,63,"166,00"
03/06/2021 09.19.02,Height (mm)                   ,18,"192,00"
03/06/2021 09.16.11,Height (mm)                   ,9,"153,00"
03/06/2021 09.13.44,Height (mm)                   ,99,"163,00"
03/06/2021 09.10.54,Height (mm)                   ,36,"193,00"
03/06/2021 09.08.03,Height (mm)                   ,117,"168,00"
03/06/2021 09.05.14,Height (mm)                   ,108,"143,00"
03/06/2021 09.02.25,Height (mm)                   ,45,"153,00"
03/06/2021 08.59.32,Height (mm)                   ,27,"189,00"
03/06/2021 08.56.46,Height (mm)                   ,90,"179,00"
03/06/2021 08.53.56,Height (mm)                   ,81,"174,00"
03/06/2021 08.51.58,Height (mm)                   ,54,"166,00"
03/06/2021 08.48.16,Height (mm)                   ,10,"142,00"
03/06/2021 08.45.27,Height (mm)                   ,37,"139,00"
03/06/2021 08.42.38,Height (mm)                   ,19,"157,00"
03/06/2021 08.40.12,Height (mm)                   ,28,"155,00"
03/06/2021 08.37.22,Height (mm)                   ,1,"177,00"
03/06/2021 08.34.30,Height (mm)                   ,64,"85,00"
03/06/2021 08.31.41,Height (mm)                   ,82,"195,00"
03/06/2021 08.28.51,Height (mm)                   ,46,"149,00"
03/06/2021 08.26.01,Height (mm)                   ,100,"144,00"
03/06/2021 08.23.13,Height (mm)                   ,55,"142,00"
03/06/2021 08.20.21,Height (mm)                   ,91,"175,00"
03/06/2021 08.17.30,Height (mm)                   ,109,"186,00"
03/06/2021 08.15.33,Height (mm)                   ,73,"178,00"
03/06/2021 08.11.50,Height (mm)                   ,74,"179,00"
03/06/2021 08.09.03,Height (mm)                   ,11,"153,00"
