Date and Time,Type:,Fixture ID:,Measurement:
18/06/2021 13.36.16,Height (mm)                   ,36,"300,00"
18/06/2021 13.34.10,Height (mm)                   ,27,"393,00"
18/06/2021 13.32.29,Height (mm)                   ,18,"324,00"
18/06/2021 13.31.36,Height (mm)                   ,9,"314,00"
18/06/2021 10.56.25,Height (mm)                   ,109,"415,00"
18/06/2021 10.54.25,Height (mm)                   ,100,"256,00"
18/06/2021 10.52.35,Height (mm)                   ,91,"220,00"
18/06/2021 10.50.32,Height (mm)                   ,82,"303,00"
18/06/2021 10.48.30,Height (mm)                   ,73,"375,00"
18/06/2021 10.46.40,Height (mm)                   ,64,"265,00"
18/06/2021 10.44.39,Height (mm)                   ,55,"365,00"
18/06/2021 10.42.48,Height (mm)                   ,46,"374,00"
18/06/2021 10.40.59,Height (mm)                   ,37,"231,00"
18/06/2021 10.39.11,Height (mm)                   ,28,"425,00"
18/06/2021 10.37.20,Height (mm)                   ,19,"357,00"
18/06/2021 10.35.01,Height (mm)                   ,10,"341,00"
18/06/2021 10.33.37,Height (mm)                   ,1,"338,00"
18/06/2021 10.30.38,Height (mm)                   ,110,"243,00"
18/06/2021 10.28.38,Height (mm)                   ,101,"345,00"
18/06/2021 10.26.36,Height (mm)                   ,92,"234,00"
18/06/2021 10.24.46,Height (mm)                   ,83,"329,00"
18/06/2021 10.22.43,Height (mm)                   ,74,"355,00"
18/06/2021 10.20.41,Height (mm)                   ,65,"389,00"
18/06/2021 10.18.39,Height (mm)                   ,56,"248,00"
18/06/2021 10.16.37,Height (mm)                   ,47,"391,00"
18/06/2021 10.14.49,Height (mm)                   ,38,"162,00"
18/06/2021 10.12.47,Height (mm)                   ,29,"366,00"
18/06/2021 10.10.56,Height (mm)                   ,20,"242,00"
18/06/2021 10.08.36,Height (mm)                   ,11,"325,00"
18/06/2021 10.07.10,Height (mm)                   ,2,"351,00"
18/06/2021 10.04.13,Height (mm)                   ,111,"268,00"
18/06/2021 10.02.12,Height (mm)                   ,102,"347,00"
18/06/2021 10.00.12,Height (mm)                   ,93,"226,00"
18/06/2021 09.58.08,Height (mm)                   ,84,"289,00"
18/06/2021 09.56.19,Height (mm)                   ,75,"293,00"
18/06/2021 09.54.30,Height (mm)                   ,66,"370,00"
18/06/2021 09.52.40,Height (mm)                   ,57,"243,00"
18/06/2021 09.50.39,Height (mm)                   ,48,"509,00"
18/06/2021 09.48.34,Height (mm)                   ,39,"304,00"
18/06/2021 09.46.46,Height (mm)                   ,30,"330,00"
18/06/2021 09.44.55,Height (mm)                   ,21,"274,00"
18/06/2021 09.42.36,Height (mm)                   ,12,"375,00"
18/06/2021 09.41.10,Height (mm)                   ,3,"312,00"
18/06/2021 09.38.13,Height (mm)                   ,112,"248,00"
18/06/2021 09.36.12,Height (mm)                   ,103,"424,00"
18/06/2021 09.34.11,Height (mm)                   ,94,"291,00"
18/06/2021 09.32.21,Height (mm)                   ,85,"199,00"
18/06/2021 09.30.32,Height (mm)                   ,76,"323,00"
18/06/2021 09.28.32,Height (mm)                   ,67,"445,00"
18/06/2021 09.26.28,Height (mm)                   ,58,"303,00"
18/06/2021 09.24.26,Height (mm)                   ,49,"293,00"
18/06/2021 09.22.22,Height (mm)                   ,40,"335,00"
18/06/2021 09.20.21,Height (mm)                   ,31,"405,00"
18/06/2021 09.18.19,Height (mm)                   ,22,"317,00"
18/06/2021 09.15.58,Height (mm)                   ,13,"344,00"
18/06/2021 09.14.33,Height (mm)                   ,4,"243,00"
18/06/2021 09.11.37,Height (mm)                   ,113,"210,00"
18/06/2021 09.09.36,Height (mm)                   ,104,"269,00"
18/06/2021 09.07.33,Height (mm)                   ,95,"373,00"
18/06/2021 09.05.43,Height (mm)                   ,86,"254,00"
18/06/2021 09.03.42,Height (mm)                   ,77,"368,00"
18/06/2021 09.01.41,Height (mm)                   ,68,"276,00"
18/06/2021 08.59.38,Height (mm)                   ,59,"269,00"
18/06/2021 08.57.35,Height (mm)                   ,50,"340,00"
18/06/2021 08.55.33,Height (mm)                   ,41,"295,00"
18/06/2021 08.53.31,Height (mm)                   ,32,"479,00"
18/06/2021 08.51.29,Height (mm)                   ,23,"197,00"
18/06/2021 08.49.10,Height (mm)                   ,14,"326,00"
18/06/2021 08.47.41,Height (mm)                   ,5,"383,00"
18/06/2021 08.44.46,Height (mm)                   ,114,"209,00"
18/06/2021 08.43.00,Height (mm)                   ,105,"254,00"
18/06/2021 08.40.57,Height (mm)                   ,96,"282,00"
18/06/2021 08.39.09,Height (mm)                   ,87,"431,00"
18/06/2021 08.37.06,Height (mm)                   ,78,"443,00"
18/06/2021 08.35.04,Height (mm)                   ,69,"275,00"
18/06/2021 08.33.14,Height (mm)                   ,60,"394,00"
18/06/2021 08.31.11,Height (mm)                   ,51,"449,00"
18/06/2021 08.29.10,Height (mm)                   ,42,"318,00"
18/06/2021 08.27.08,Height (mm)                   ,33,"280,00"
18/06/2021 08.25.06,Height (mm)                   ,24,"302,00"
18/06/2021 08.22.45,Height (mm)                   ,15,"228,00"
18/06/2021 08.21.19,Height (mm)                   ,6,"242,00"
18/06/2021 08.18.24,Height (mm)                   ,115,"259,00"
18/06/2021 08.16.24,Height (mm)                   ,106,"270,00"
18/06/2021 08.14.21,Height (mm)                   ,97,"328,00"
18/06/2021 08.12.31,Height (mm)                   ,88,"299,00"
18/06/2021 08.10.29,Height (mm)                   ,79,"176,00"
18/06/2021 08.08.26,Height (mm)                   ,70,"265,00"
18/06/2021 08.06.37,Height (mm)                   ,61,"337,00"
18/06/2021 08.04.35,Height (mm)                   ,52,"258,00"
18/06/2021 08.02.34,Height (mm)                   ,43,"361,00"
18/06/2021 08.00.29,Height (mm)                   ,34,"319,00"
18/06/2021 07.58.29,Height (mm)                   ,25,"382,00"
18/06/2021 07.56.09,Height (mm)                   ,16,"335,00"
18/06/2021 07.54.43,Height (mm)                   ,7,"264,00"
18/06/2021 07.51.46,Height (mm)                   ,116,"329,00"
18/06/2021 07.49.58,Height (mm)                   ,107,"363,00"
18/06/2021 07.48.09,Height (mm)                   ,98,"458,00"
18/06/2021 07.46.18,Height (mm)                   ,89,"245,00"
18/06/2021 07.44.29,Height (mm)                   ,80,"311,00"
18/06/2021 07.42.41,Height (mm)                   ,71,"272,00"
18/06/2021 07.40.36,Height (mm)                   ,62,"347,00"
18/06/2021 07.38.35,Height (mm)                   ,53,"241,00"
18/06/2021 07.36.31,Height (mm)                   ,44,"219,00"
18/06/2021 07.34.28,Height (mm)                   ,35,"235,00"
18/06/2021 07.32.28,Height (mm)                   ,26,"343,00"
18/06/2021 07.30.08,Height (mm)                   ,17,"354,00"
18/06/2021 07.28.41,Height (mm)                   ,8,"366,00"
18/06/2021 07.25.44,Height (mm)                   ,117,"338,00"
18/06/2021 07.23.47,Height (mm)                   ,108,"325,00"
18/06/2021 07.21.44,Height (mm)                   ,99,"349,00"
18/06/2021 07.19.53,Height (mm)                   ,90,"358,00"
18/06/2021 07.17.52,Height (mm)                   ,81,"220,00"
18/06/2021 07.16.03,Height (mm)                   ,72,"286,00"
18/06/2021 07.14.02,Height (mm)                   ,63,"377,00"
18/06/2021 07.12.00,Height (mm)                   ,54,"440,00"
18/06/2021 07.10.09,Height (mm)                   ,45,"277,00"
18/06/2021 07.08.07,Height (mm)                   ,36,"290,00"
18/06/2021 07.06.05,Height (mm)                   ,27,"373,00"
18/06/2021 07.04.10,Height (mm)                   ,18,"296,00"
18/06/2021 07.03.15,Height (mm)                   ,9,"331,00"
17/06/2021 16.54.33,Height (mm)                   ,109,"391,00"
17/06/2021 16.52.33,Height (mm)                   ,100,"214,00"
17/06/2021 16.50.44,Height (mm)                   ,91,"247,00"
17/06/2021 16.48.54,Height (mm)                   ,82,"322,00"
17/06/2021 16.47.06,Height (mm)                   ,73,"353,00"
17/06/2021 16.45.15,Height (mm)                   ,64,"227,00"
17/06/2021 16.43.14,Height (mm)                   ,55,"365,00"
17/06/2021 16.41.13,Height (mm)                   ,46,"318,00"
17/06/2021 16.39.09,Height (mm)                   ,37,"239,00"
17/06/2021 16.37.07,Height (mm)                   ,28,"390,00"
17/06/2021 16.35.05,Height (mm)                   ,19,"343,00"
17/06/2021 16.32.46,Height (mm)                   ,10,"299,00"
17/06/2021 16.31.14,Height (mm)                   ,1,"202,00"
17/06/2021 16.28.23,Height (mm)                   ,110,"256,00"
17/06/2021 16.26.36,Height (mm)                   ,101,"345,00"
17/06/2021 16.24.45,Height (mm)                   ,92,"224,00"
17/06/2021 16.22.42,Height (mm)                   ,83,"324,00"
17/06/2021 16.20.54,Height (mm)                   ,74,"329,00"
17/06/2021 16.19.02,Height (mm)                   ,65,"366,00"
17/06/2021 16.17.14,Height (mm)                   ,56,"238,00"
17/06/2021 16.15.10,Height (mm)                   ,47,"269,00"
17/06/2021 16.13.09,Height (mm)                   ,38,"158,00"
17/06/2021 16.11.04,Height (mm)                   ,29,"306,00"
17/06/2021 16.09.15,Height (mm)                   ,20,"249,00"
17/06/2021 16.06.55,Height (mm)                   ,11,"309,00"
17/06/2021 16.05.27,Height (mm)                   ,2,"323,00"
17/06/2021 16.02.33,Height (mm)                   ,111,"266,00"
17/06/2021 16.00.46,Height (mm)                   ,102,"341,00"
17/06/2021 15.58.44,Height (mm)                   ,93,"229,00"
17/06/2021 15.56.42,Height (mm)                   ,84,"257,00"
17/06/2021 15.54.53,Height (mm)                   ,75,"240,00"
17/06/2021 15.53.04,Height (mm)                   ,66,"366,00"
17/06/2021 15.51.00,Height (mm)                   ,57,"262,00"
17/06/2021 15.48.59,Height (mm)                   ,48,"424,00"
17/06/2021 15.46.59,Height (mm)                   ,39,"294,00"
17/06/2021 15.44.57,Height (mm)                   ,30,"306,00"
17/06/2021 15.43.08,Height (mm)                   ,21,"263,00"
17/06/2021 15.40.47,Height (mm)                   ,12,"336,00"
17/06/2021 15.39.19,Height (mm)                   ,3,"288,00"
17/06/2021 15.36.24,Height (mm)                   ,112,"254,00"
17/06/2021 15.34.37,Height (mm)                   ,103,"385,00"
17/06/2021 15.32.35,Height (mm)                   ,94,"250,00"
17/06/2021 15.30.34,Height (mm)                   ,85,"207,00"
17/06/2021 15.28.45,Height (mm)                   ,76,"329,00"
17/06/2021 15.26.56,Height (mm)                   ,67,"396,00"
17/06/2021 15.25.06,Height (mm)                   ,58,"285,00"
17/06/2021 15.23.03,Height (mm)                   ,49,"303,00"
17/06/2021 15.21.02,Height (mm)                   ,40,"331,00"
17/06/2021 15.19.11,Height (mm)                   ,31,"384,00"
17/06/2021 15.17.10,Height (mm)                   ,22,"308,00"
17/06/2021 15.14.49,Height (mm)                   ,13,"296,00"
17/06/2021 15.13.21,Height (mm)                   ,4,"251,00"
17/06/2021 15.10.27,Height (mm)                   ,113,"203,00"
17/06/2021 15.08.26,Height (mm)                   ,104,"237,00"
17/06/2021 15.06.25,Height (mm)                   ,95,"365,00"
17/06/2021 15.04.21,Height (mm)                   ,86,"247,00"
17/06/2021 15.02.21,Height (mm)                   ,77,"367,00"
17/06/2021 15.00.19,Height (mm)                   ,68,"283,00"
17/06/2021 14.58.18,Height (mm)                   ,59,"239,00"
17/06/2021 14.56.15,Height (mm)                   ,50,"324,00"
17/06/2021 14.54.14,Height (mm)                   ,41,"262,00"
17/06/2021 14.52.25,Height (mm)                   ,32,"422,00"
17/06/2021 14.50.21,Height (mm)                   ,23,"199,00"
17/06/2021 14.48.02,Height (mm)                   ,14,"300,00"
17/06/2021 14.46.32,Height (mm)                   ,5,"377,00"
17/06/2021 14.43.38,Height (mm)                   ,114,"232,00"
17/06/2021 14.41.51,Height (mm)                   ,105,"229,00"
17/06/2021 14.40.02,Height (mm)                   ,96,"251,00"
17/06/2021 14.38.12,Height (mm)                   ,87,"405,00"
17/06/2021 14.36.23,Height (mm)                   ,78,"387,00"
17/06/2021 14.34.33,Height (mm)                   ,69,"277,00"
17/06/2021 14.32.43,Height (mm)                   ,60,"386,00"
17/06/2021 14.30.40,Height (mm)                   ,51,"421,00"
17/06/2021 14.28.39,Height (mm)                   ,42,"323,00"
17/06/2021 14.26.38,Height (mm)                   ,33,"242,00"
17/06/2021 14.24.47,Height (mm)                   ,24,"255,00"
17/06/2021 14.22.28,Height (mm)                   ,15,"230,00"
17/06/2021 14.21.01,Height (mm)                   ,6,"219,00"
17/06/2021 14.18.06,Height (mm)                   ,115,"200,00"
17/06/2021 14.16.06,Height (mm)                   ,106,"250,00"
17/06/2021 14.14.17,Height (mm)                   ,97,"357,00"
17/06/2021 14.12.27,Height (mm)                   ,88,"296,00"
17/06/2021 14.10.25,Height (mm)                   ,79,"155,00"
17/06/2021 14.08.24,Height (mm)                   ,70,"237,00"
17/06/2021 14.06.22,Height (mm)                   ,61,"329,00"
17/06/2021 14.04.18,Height (mm)                   ,52,"268,00"
17/06/2021 14.02.31,Height (mm)                   ,43,"404,00"
17/06/2021 14.00.28,Height (mm)                   ,34,"281,00"
17/06/2021 13.58.39,Height (mm)                   ,25,"344,00"
17/06/2021 13.56.20,Height (mm)                   ,16,"339,00"
17/06/2021 13.54.50,Height (mm)                   ,7,"273,00"
17/06/2021 13.51.56,Height (mm)                   ,116,"281,00"
17/06/2021 13.50.09,Height (mm)                   ,107,"313,00"
17/06/2021 13.48.18,Height (mm)                   ,98,"435,00"
17/06/2021 13.46.31,Height (mm)                   ,89,"220,00"
17/06/2021 13.44.41,Height (mm)                   ,80,"307,00"
17/06/2021 13.42.50,Height (mm)                   ,71,"231,00"
17/06/2021 13.40.47,Height (mm)                   ,62,"308,00"
17/06/2021 13.38.46,Height (mm)                   ,53,"193,00"
17/06/2021 13.36.57,Height (mm)                   ,44,"225,00"
17/06/2021 13.34.55,Height (mm)                   ,35,"241,00"
17/06/2021 13.32.53,Height (mm)                   ,26,"270,00"
17/06/2021 13.30.31,Height (mm)                   ,17,"348,00"
17/06/2021 13.29.08,Height (mm)                   ,8,"357,00"
17/06/2021 13.26.10,Height (mm)                   ,117,"303,00"
17/06/2021 13.24.10,Height (mm)                   ,108,"289,00"
17/06/2021 13.22.09,Height (mm)                   ,99,"314,00"
17/06/2021 13.20.07,Height (mm)                   ,90,"343,00"
17/06/2021 13.18.04,Height (mm)                   ,81,"197,00"
17/06/2021 13.16.03,Height (mm)                   ,72,"292,00"
17/06/2021 13.14.01,Height (mm)                   ,63,"301,00"
17/06/2021 13.12.00,Height (mm)                   ,54,"393,00"
17/06/2021 13.09.57,Height (mm)                   ,45,"251,00"
17/06/2021 13.07.56,Height (mm)                   ,36,"299,00"
17/06/2021 13.05.54,Height (mm)                   ,27,"322,00"
17/06/2021 13.04.03,Height (mm)                   ,18,"270,00"
17/06/2021 13.03.12,Height (mm)                   ,9,"310,00"
17/06/2021 12.29.35,Height (mm)                   ,109,"380,00"
17/06/2021 12.26.51,Height (mm)                   ,100,"215,00"
17/06/2021 12.24.03,Height (mm)                   ,91,"248,00"
17/06/2021 12.21.17,Height (mm)                   ,82,"326,00"
17/06/2021 12.18.28,Height (mm)                   ,73,"341,00"
17/06/2021 12.15.35,Height (mm)                   ,64,"229,00"
17/06/2021 12.12.47,Height (mm)                   ,55,"355,00"
17/06/2021 12.10.01,Height (mm)                   ,46,"312,00"
17/06/2021 12.07.11,Height (mm)                   ,37,"240,00"
17/06/2021 12.04.24,Height (mm)                   ,28,"390,00"
17/06/2021 12.01.34,Height (mm)                   ,19,"342,00"
17/06/2021 11.58.47,Height (mm)                   ,10,"286,00"
17/06/2021 11.56.48,Height (mm)                   ,1,"248,00"
17/06/2021 11.53.12,Height (mm)                   ,110,"268,00"
17/06/2021 11.50.23,Height (mm)                   ,101,"345,00"
17/06/2021 11.47.34,Height (mm)                   ,92,"216,00"
17/06/2021 11.44.49,Height (mm)                   ,83,"319,00"
17/06/2021 11.42.02,Height (mm)                   ,74,"338,00"
17/06/2021 11.39.12,Height (mm)                   ,65,"349,00"
17/06/2021 11.36.27,Height (mm)                   ,56,"235,00"
17/06/2021 11.33.35,Height (mm)                   ,47,"264,00"
17/06/2021 11.30.45,Height (mm)                   ,38,"152,00"
17/06/2021 11.27.57,Height (mm)                   ,29,"297,00"
17/06/2021 11.25.09,Height (mm)                   ,20,"246,00"
17/06/2021 11.22.24,Height (mm)                   ,11,"307,00"
17/06/2021 11.20.24,Height (mm)                   ,2,"317,00"
17/06/2021 11.16.44,Height (mm)                   ,111,"267,00"
17/06/2021 11.13.55,Height (mm)                   ,102,"337,00"
17/06/2021 11.11.08,Height (mm)                   ,93,"227,00"
17/06/2021 11.08.20,Height (mm)                   ,84,"248,00"
17/06/2021 11.05.29,Height (mm)                   ,75,"239,00"
17/06/2021 11.02.38,Height (mm)                   ,66,"359,00"
17/06/2021 10.59.43,Height (mm)                   ,57,"257,00"
17/06/2021 10.56.52,Height (mm)                   ,48,"403,00"
17/06/2021 10.54.07,Height (mm)                   ,39,"290,00"
17/06/2021 10.51.17,Height (mm)                   ,30,"295,00"
17/06/2021 10.48.31,Height (mm)                   ,21,"254,00"
17/06/2021 10.45.43,Height (mm)                   ,12,"321,00"
17/06/2021 10.43.45,Height (mm)                   ,3,"279,00"
17/06/2021 10.40.03,Height (mm)                   ,112,"255,00"
17/06/2021 10.37.13,Height (mm)                   ,103,"366,00"
17/06/2021 10.34.24,Height (mm)                   ,94,"174,00"
17/06/2021 10.31.35,Height (mm)                   ,85,"205,00"
17/06/2021 10.28.47,Height (mm)                   ,76,"317,00"
17/06/2021 10.25.59,Height (mm)                   ,67,"373,00"
17/06/2021 10.23.10,Height (mm)                   ,58,"276,00"
17/06/2021 10.20.23,Height (mm)                   ,49,"292,00"
17/06/2021 10.17.35,Height (mm)                   ,40,"326,00"
17/06/2021 10.14.45,Height (mm)                   ,31,"367,00"
17/06/2021 10.11.58,Height (mm)                   ,22,"321,00"
17/06/2021 10.09.12,Height (mm)                   ,13,"290,00"
17/06/2021 10.07.13,Height (mm)                   ,4,"252,00"
17/06/2021 10.03.37,Height (mm)                   ,113,"199,00"
17/06/2021 10.00.45,Height (mm)                   ,104,"221,00"
17/06/2021 09.57.54,Height (mm)                   ,95,"359,00"
17/06/2021 09.55.03,Height (mm)                   ,86,"245,00"
17/06/2021 09.52.15,Height (mm)                   ,77,"347,00"
17/06/2021 09.49.27,Height (mm)                   ,68,"278,00"
17/06/2021 09.46.39,Height (mm)                   ,59,"254,00"
17/06/2021 09.43.53,Height (mm)                   ,50,"311,00"
17/06/2021 09.41.00,Height (mm)                   ,41,"268,00"
17/06/2021 09.38.06,Height (mm)                   ,32,"388,00"
17/06/2021 09.35.17,Height (mm)                   ,23,"195,00"
17/06/2021 09.32.30,Height (mm)                   ,14,"287,00"
17/06/2021 09.30.26,Height (mm)                   ,5,"371,00"
17/06/2021 09.26.54,Height (mm)                   ,114,"240,00"
17/06/2021 09.24.10,Height (mm)                   ,105,"231,00"
17/06/2021 09.21.18,Height (mm)                   ,96,"259,00"
17/06/2021 09.18.29,Height (mm)                   ,87,"384,00"
17/06/2021 09.15.39,Height (mm)                   ,78,"385,00"
17/06/2021 09.12.48,Height (mm)                   ,69,"269,00"
17/06/2021 09.10.01,Height (mm)                   ,60,"385,00"
17/06/2021 09.07.10,Height (mm)                   ,51,"409,00"
17/06/2021 09.04.24,Height (mm)                   ,42,"317,00"
17/06/2021 09.01.39,Height (mm)                   ,33,"253,00"
17/06/2021 08.58.50,Height (mm)                   ,24,"243,00"
17/06/2021 08.56.05,Height (mm)                   ,15,"240,00"
17/06/2021 08.54.04,Height (mm)                   ,6,"212,00"
17/06/2021 08.50.29,Height (mm)                   ,115,"192,00"
17/06/2021 08.47.40,Height (mm)                   ,106,"256,00"
17/06/2021 08.44.53,Height (mm)                   ,97,"369,00"
17/06/2021 08.41.58,Height (mm)                   ,88,"297,00"
17/06/2021 08.39.12,Height (mm)                   ,79,"147,00"
17/06/2021 08.36.21,Height (mm)                   ,70,"226,00"
17/06/2021 08.33.34,Height (mm)                   ,61,"330,00"
17/06/2021 08.30.43,Height (mm)                   ,52,"279,00"
17/06/2021 08.27.52,Height (mm)                   ,43,"391,00"
17/06/2021 08.25.05,Height (mm)                   ,34,"271,00"
17/06/2021 08.22.17,Height (mm)                   ,25,"343,00"
17/06/2021 08.19.30,Height (mm)                   ,16,"337,00"
17/06/2021 08.17.30,Height (mm)                   ,7,"274,00"
17/06/2021 08.13.52,Height (mm)                   ,116,"261,00"
17/06/2021 08.11.05,Height (mm)                   ,107,"329,00"
17/06/2021 08.08.06,Height (mm)                   ,98,"420,00"
17/06/2021 08.05.18,Height (mm)                   ,89,"205,00"
17/06/2021 08.02.33,Height (mm)                   ,80,"282,00"
17/06/2021 07.59.45,Height (mm)                   ,71,"231,00"
17/06/2021 07.56.58,Height (mm)                   ,62,"287,00"
17/06/2021 07.54.12,Height (mm)                   ,53,"181,00"
17/06/2021 07.51.26,Height (mm)                   ,44,"222,00"
17/06/2021 07.48.38,Height (mm)                   ,35,"241,00"
17/06/2021 07.45.51,Height (mm)                   ,26,"277,00"
17/06/2021 07.43.04,Height (mm)                   ,17,"347,00"
17/06/2021 07.41.01,Height (mm)                   ,8,"357,00"
17/06/2021 07.37.26,Height (mm)                   ,117,"283,00"
17/06/2021 07.34.39,Height (mm)                   ,108,"269,00"
17/06/2021 07.31.54,Height (mm)                   ,99,"319,00"
17/06/2021 07.29.03,Height (mm)                   ,90,"333,00"
17/06/2021 07.26.17,Height (mm)                   ,81,"206,00"
17/06/2021 07.23.29,Height (mm)                   ,72,"290,00"
17/06/2021 07.20.46,Height (mm)                   ,63,"273,00"
17/06/2021 07.15.11,Height (mm)                   ,54,"373,00"
17/06/2021 07.12.30,Height (mm)                   ,45,"240,00"
17/06/2021 07.09.36,Height (mm)                   ,36,"303,00"
17/06/2021 07.06.55,Height (mm)                   ,27,"296,00"
17/06/2021 07.04.06,Height (mm)                   ,18,"294,00"
17/06/2021 07.03.13,Height (mm)                   ,9,"304,00"
16/06/2021 18.31.26,Height (mm)                   ,109,"336,00"
16/06/2021 18.28.46,Height (mm)                   ,100,"232,00"
16/06/2021 18.26.05,Height (mm)                   ,91,"249,00"
16/06/2021 18.23.22,Height (mm)                   ,82,"324,00"
16/06/2021 18.20.29,Height (mm)                   ,73,"293,00"
16/06/2021 18.17.33,Height (mm)                   ,64,"235,00"
16/06/2021 18.14.40,Height (mm)                   ,55,"321,00"
16/06/2021 18.11.59,Height (mm)                   ,46,"294,00"
16/06/2021 18.09.02,Height (mm)                   ,37,"259,00"
16/06/2021 18.06.05,Height (mm)                   ,28,"374,00"
16/06/2021 18.03.24,Height (mm)                   ,19,"286,00"
16/06/2021 18.00.31,Height (mm)                   ,10,"251,00"
16/06/2021 17.58.22,Height (mm)                   ,1,"236,00"
16/06/2021 17.54.52,Height (mm)                   ,110,"278,00"
16/06/2021 17.52.00,Height (mm)                   ,101,"322,00"
16/06/2021 17.49.04,Height (mm)                   ,92,"225,00"
16/06/2021 17.46.10,Height (mm)                   ,83,"302,00"
16/06/2021 17.43.17,Height (mm)                   ,74,"335,00"
16/06/2021 17.40.23,Height (mm)                   ,65,"295,00"
16/06/2021 17.37.40,Height (mm)                   ,56,"247,00"
16/06/2021 17.34.42,Height (mm)                   ,47,"269,00"
16/06/2021 17.31.42,Height (mm)                   ,38,"138,00"
16/06/2021 17.28.48,Height (mm)                   ,29,"289,00"
16/06/2021 17.25.54,Height (mm)                   ,20,"232,00"
16/06/2021 17.23.13,Height (mm)                   ,11,"293,00"
16/06/2021 17.21.04,Height (mm)                   ,2,"280,00"
16/06/2021 17.17.36,Height (mm)                   ,111,"279,00"
16/06/2021 17.14.40,Height (mm)                   ,102,"304,00"
16/06/2021 17.11.45,Height (mm)                   ,93,"206,00"
16/06/2021 17.09.05,Height (mm)                   ,84,"233,00"
16/06/2021 17.06.11,Height (mm)                   ,75,"250,00"
16/06/2021 17.03.16,Height (mm)                   ,66,"326,00"
16/06/2021 17.00.24,Height (mm)                   ,57,"280,00"
16/06/2021 16.57.28,Height (mm)                   ,48,"320,00"
16/06/2021 16.54.35,Height (mm)                   ,39,"273,00"
16/06/2021 16.51.41,Height (mm)                   ,30,"254,00"
16/06/2021 16.48.48,Height (mm)                   ,21,"228,00"
16/06/2021 16.45.54,Height (mm)                   ,12,"276,00"
16/06/2021 16.43.58,Height (mm)                   ,3,"213,00"
16/06/2021 16.40.29,Height (mm)                   ,112,"256,00"
16/06/2021 16.37.46,Height (mm)                   ,103,"312,00"
16/06/2021 16.34.52,Height (mm)                   ,94,"196,00"
16/06/2021 16.31.57,Height (mm)                   ,85,"199,00"
16/06/2021 16.29.04,Height (mm)                   ,76,"262,00"
16/06/2021 16.26.22,Height (mm)                   ,67,"282,00"
16/06/2021 16.23.28,Height (mm)                   ,58,"251,00"
16/06/2021 16.20.45,Height (mm)                   ,49,"275,00"
16/06/2021 16.17.52,Height (mm)                   ,40,"312,00"
16/06/2021 16.14.58,Height (mm)                   ,31,"353,00"
16/06/2021 16.12.16,Height (mm)                   ,22,"336,00"
16/06/2021 16.09.22,Height (mm)                   ,13,"289,00"
16/06/2021 16.07.27,Height (mm)                   ,4,"243,00"
16/06/2021 16.03.45,Height (mm)                   ,113,"231,00"
16/06/2021 16.01.04,Height (mm)                   ,104,"263,00"
16/06/2021 15.58.08,Height (mm)                   ,95,"348,00"
16/06/2021 15.55.13,Height (mm)                   ,86,"234,00"
16/06/2021 15.52.21,Height (mm)                   ,77,"303,00"
16/06/2021 15.49.37,Height (mm)                   ,68,"234,00"
16/06/2021 15.46.44,Height (mm)                   ,59,"235,00"
16/06/2021 15.43.50,Height (mm)                   ,50,"281,00"
16/06/2021 15.41.09,Height (mm)                   ,41,"274,00"
16/06/2021 15.38.09,Height (mm)                   ,32,"345,00"
16/06/2021 15.35.14,Height (mm)                   ,23,"186,00"
16/06/2021 15.32.29,Height (mm)                   ,14,"253,00"
16/06/2021 15.30.19,Height (mm)                   ,5,"337,00"
16/06/2021 15.26.39,Height (mm)                   ,114,"249,00"
16/06/2021 15.23.47,Height (mm)                   ,105,"230,00"
16/06/2021 15.21.04,Height (mm)                   ,96,"275,00"
16/06/2021 15.18.12,Height (mm)                   ,87,"329,00"
16/06/2021 15.15.15,Height (mm)                   ,78,"374,00"
16/06/2021 15.12.21,Height (mm)                   ,69,"267,00"
16/06/2021 15.09.27,Height (mm)                   ,60,"357,00"
16/06/2021 15.06.29,Height (mm)                   ,51,"374,00"
16/06/2021 15.03.35,Height (mm)                   ,42,"284,00"
16/06/2021 15.00.42,Height (mm)                   ,33,"269,00"
16/06/2021 14.58.01,Height (mm)                   ,24,"215,00"
16/06/2021 14.55.05,Height (mm)                   ,15,"242,00"
16/06/2021 14.52.58,Height (mm)                   ,6,"204,00"
16/06/2021 14.49.30,Height (mm)                   ,115,"212,00"
16/06/2021 14.46.48,Height (mm)                   ,106,"251,00"
16/06/2021 14.44.05,Height (mm)                   ,97,"347,00"
16/06/2021 14.41.17,Height (mm)                   ,88,"300,00"
16/06/2021 14.38.20,Height (mm)                   ,79,"144,00"
16/06/2021 14.35.28,Height (mm)                   ,70,"235,00"
16/06/2021 14.32.36,Height (mm)                   ,61,"299,00"
16/06/2021 14.29.42,Height (mm)                   ,52,"278,00"
16/06/2021 14.26.49,Height (mm)                   ,43,"292,00"
16/06/2021 14.23.52,Height (mm)                   ,34,"242,00"
16/06/2021 14.21.10,Height (mm)                   ,25,"327,00"
16/06/2021 14.18.28,Height (mm)                   ,16,"342,00"
16/06/2021 14.16.23,Height (mm)                   ,7,"254,00"
16/06/2021 14.12.36,Height (mm)                   ,116,"192,00"
16/06/2021 14.09.56,Height (mm)                   ,107,"317,00"
16/06/2021 14.07.06,Height (mm)                   ,98,"365,00"
16/06/2021 14.04.11,Height (mm)                   ,89,"200,00"
