SessionName:,2021-06 TNA - Mspec v1.0 0001
SessionRecipe:,2021-06 TNA - Mspec v1.0
Date:,17-09-2021
Time:,18:34:34
Processing Algorithm:,VM.Lab.Session.StaticsKeyValues
Processing Algorithm:,VM.Lab.Session.StaticsKeyValues
,NoImageBands,BlobSizeMin,BlobSizeMax,HistMinimum,HistMaximum,HistogramImageBand,HistogramNumBins,Scale,NumKeyValues,MultiCapture,MultiCaptureIndex,
,15,0,10000,0,0,1,100,5,30,1,-1,
,
Index,Sample ID,Comment,Initials,Status,TimeStamp,ImageFileName,Mean 01,Mean 02,Mean 03,Mean 04,Mean 05,Mean 06,Mean 07,Mean 08,Mean 09,Mean 10,Mean 11,Mean 12,Mean 13,Mean 14,Mean 15,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,
244,Giant__PlantId_20_2021-06-17 11.27.37.866,,,,2021-06-17_11.26.40.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_20_2021-06-17 11.27.37.866.hips,3.975645,2.909479,5.054181,5.012065,3.266963,2.422504,3.635992,20.75542,20.50015,19.16082,8.238186,8.385706,8.284235,8.593553,12.75017,0.9520879,1.019115,1.569471,1.58237,1.119049,0.8663729,1.139746,5.130886,5.05074,4.97339,0.6211011,0.6318075,0.5797245,0.5416662,2.255188,
245,Giant__PlantId_20_2021-06-21 17.29.10.854,,,,2021-06-21_17.28.15.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_20_2021-06-21 17.29.10.854.hips,3.910653,2.959785,5.057376,5.18399,3.110673,2.345334,3.495394,20.59663,20.53002,19.39489,8.072946,8.217565,8.100955,8.444923,12.94861,0.8738517,0.7971849,1.245466,1.285159,0.8433813,0.6901823,0.8946431,4.941928,4.996042,4.834153,0.5364389,0.532901,0.484651,0.4599909,1.429324,
246,Giant__PlantId_20_2021-06-22 11.31.58.557,,,,2021-06-22_11.31.03.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_20_2021-06-22 11.31.58.557.hips,4.013021,3.056104,5.284981,5.203487,3.351162,2.472654,3.646736,20.89649,20.64905,19.40997,8.130668,8.293397,8.170535,8.513517,13.14578,0.9234699,0.8321503,1.282948,1.270085,0.8674286,0.7202368,0.9045392,4.935359,4.966812,4.782846,0.7331573,0.7317022,0.5956157,0.5528879,1.601473,
247,Giant__PlantId_20_2021-06-23 17.31.55.815,,,,2021-06-23_17.31.00.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_20_2021-06-23 17.31.55.815.hips,3.683722,2.676464,4.671056,4.776676,2.811301,2.095142,3.189422,19.56515,19.42112,18.25628,7.77203,7.930629,7.802095,8.229535,12.38128,0.9165878,0.8017209,1.270975,1.331445,0.8872575,0.7237882,0.924521,4.745934,4.669195,4.472153,0.8898346,0.8737046,0.8010672,0.5963236,1.644596,
248,Giant__PlantId_20_2021-06-24 11.27.41.060,,,,2021-06-24_11.26.45.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_20_2021-06-24 11.27.41.060.hips,3.98006,2.92553,5.196656,5.113886,3.250735,2.381323,3.559446,20.44091,20.27479,19.02012,7.788202,7.961562,7.827196,8.335073,13.16801,0.9977155,0.8275535,1.412571,1.405121,0.9176449,0.7319092,0.9674183,4.900191,4.839696,4.63008,1.183004,1.155977,1.006994,0.745662,2.003284,
249,Giant__PlantId_21_2021-06-14 19.07.13.994,,,,2021-06-14_19.06.16.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_21_2021-06-14 19.07.13.994.hips,3.438618,2.938497,5.004451,5.176261,3.360443,2.587026,3.683076,20.16007,20.09964,18.78265,8.150074,8.328632,8.187939,8.530491,13.04812,0.8088425,1.066938,1.373484,1.425377,1.111218,0.9129639,1.095284,5.077663,4.88802,4.711369,0.4920048,0.5017106,0.4809726,0.4434173,1.065207,
250,Giant__PlantId_21_2021-06-15 10.47.18.888,,,,2021-06-15_10.46.23.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_21_2021-06-15 10.47.18.888.hips,3.801628,3.419262,5.454249,5.34425,3.732747,2.860669,4.085802,22.33937,22.15787,20.72174,8.224674,8.407277,8.252213,8.624558,13.06942,0.8589628,1.40204,1.479522,1.420828,1.160463,0.9893237,1.163204,4.991753,4.970672,4.780538,0.5884309,0.6018426,0.5753219,0.524404,2.090118,
251,Giant__PlantId_21_2021-06-16 16.51.28.773,,,,2021-06-16_16.50.33.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_21_2021-06-16 16.51.28.773.hips,3.246531,2.914712,4.861813,4.774134,3.348977,2.51944,3.57673,19.69835,19.46607,18.04,8.206383,8.36951,8.215206,8.552812,12.48882,0.7619032,0.998345,1.30423,1.296332,1.152121,0.947735,1.073821,4.269576,4.275966,4.069285,0.584054,0.5938969,0.5698845,0.5073115,1.024222,
252,Giant__PlantId_21_2021-06-17 10.50.59.073,,,,2021-06-17_10.50.01.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_21_2021-06-17 10.50.59.073.hips,3.026468,2.649848,4.480931,4.406131,3.028558,2.272263,3.258561,18.41154,18.16856,16.96777,8.21397,8.376409,8.235832,8.557829,12.3456,0.665274,0.8684173,1.148085,1.122661,0.9592147,0.7831209,0.9074119,4.122148,4.096742,3.913158,0.6027949,0.6075881,0.5841143,0.5048556,1.008116,
253,Giant__PlantId_21_2021-06-21 16.52.14.246,,,,2021-06-21_16.51.19.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_21_2021-06-21 16.52.14.246.hips,3.658908,2.955117,4.984859,5.193614,3.389271,2.61824,3.771364,22.23881,22.17834,20.78186,8.132597,8.294154,8.161567,8.503202,12.99431,2.063313,1.378872,2.837039,3.148925,1.653341,1.247518,1.838019,10.11106,9.525729,8.745195,0.5119527,0.5306512,0.4753833,0.5316786,3.938866,
254,Giant__PlantId_21_2021-06-22 10.54.31.654,,,,2021-06-22_10.53.36.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_21_2021-06-22 10.54.31.654.hips,4.775154,3.449868,6.390408,6.545623,4.085197,2.996573,4.54692,27.46749,27.35203,25.42353,8.235775,8.468241,8.284883,8.860433,16.28292,3.589498,2.30847,4.570493,4.895619,2.509811,1.816957,2.774983,17.21198,16.86671,15.51515,0.6424854,0.7140245,0.5957926,0.9281833,8.377314,
255,Giant__PlantId_21_2021-06-23 16.54.17.649,,,,2021-06-23_16.53.22.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_21_2021-06-23 16.54.17.649.hips,2.465433,1.851612,3.247775,3.354291,1.954012,1.471894,2.251463,15.03949,15.14288,14.30218,8.114489,8.218808,8.132452,8.413143,11.79036,1.120357,0.9316904,1.338447,1.382442,0.899415,0.6997035,0.9505984,4.819488,4.818371,4.686106,0.4518161,0.4502078,0.4431216,0.4737515,2.055204,
256,Giant__PlantId_21_2021-06-24 10.50.18.197,,,,2021-06-24_10.49.17.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_21_2021-06-24 10.50.18.197.hips,2.624753,1.91614,3.226624,3.208434,2.076296,1.541954,2.296109,15.71273,15.51697,14.53105,8.178656,8.273535,8.205811,8.435862,11.75955,1.173246,0.9079573,1.29232,1.279596,0.941795,0.7536585,0.9574929,4.862395,4.839016,4.713332,0.7226844,0.7422731,0.5323865,0.5009043,2.00341,
257,Giant__PlantId_22_2021-06-14 18.30.53.890,,,,2021-06-14_18.29.58.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_22_2021-06-14 18.30.53.890.hips,3.677518,2.878815,4.805813,4.845304,2.930049,2.167112,3.310736,20.42308,20.38908,19.1132,7.927427,8.115181,7.9728,8.409924,13.04451,1.582725,1.37213,1.732801,1.823766,1.160039,0.8780954,1.187262,5.861737,5.822792,5.579625,1.239904,1.198738,0.5949368,0.4935203,2.664908,
258,Giant__PlantId_22_2021-06-15 10.10.52.123,,,,2021-06-15_10.09.54.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_22_2021-06-15 10.10.52.123.hips,3.026698,2.357879,4.116364,4.03453,2.584127,1.867708,2.842065,17.43335,17.24174,16.09481,8.160156,8.315337,8.187066,8.54778,12.45981,0.7916002,0.8440668,1.285071,1.351683,0.9719918,0.7165715,0.9570343,4.383826,4.319362,4.117734,0.6576807,0.6620726,0.589577,0.5389589,1.521937,
259,Giant__PlantId_22_2021-06-16 16.14.45.035,,,,2021-06-16_16.13.50.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_22_2021-06-16 16.14.45.035.hips,3.193447,2.677877,4.422911,4.368756,2.888343,2.166717,3.144956,18.02882,18.01578,16.83502,8.251916,8.380095,8.278186,8.543734,12.15229,1.045616,0.9801858,1.581529,1.635355,1.300669,0.9956788,1.309177,5.185168,5.350358,5.158277,0.6373221,0.640379,0.5542185,0.5061556,1.461099,
260,Giant__PlantId_22_2021-06-17 10.14.28.065,,,,2021-06-17_10.13.30.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_22_2021-06-17 10.14.28.065.hips,3.53085,2.930773,4.758154,4.548115,3.111946,2.332238,3.346333,19.74196,19.71145,18.53012,8.275658,8.402742,8.307182,8.573933,12.39095,1.07331,1.005277,1.54761,1.501442,1.155304,0.9159861,1.159876,6.144983,6.24624,6.038751,0.7438675,0.7391676,0.6041874,0.529407,1.299919,
261,Giant__PlantId_22_2021-06-21 16.14.58.622,,,,2021-06-21_16.14.03.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_22_2021-06-21 16.14.58.622.hips,3.050651,2.202724,3.913789,3.943122,2.255488,1.675172,2.645456,17.471,17.68336,16.65092,7.800931,7.985917,7.858367,8.309751,11.96694,0.9902111,0.7398119,1.235725,1.247911,0.7689509,0.621345,0.8747823,5.421613,5.487617,5.290274,0.9466866,0.881817,0.5647492,0.4506802,1.552892,
262,Giant__PlantId_22_2021-06-22 10.16.57.621,,,,2021-06-22_10.16.02.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_22_2021-06-22 10.16.57.621.hips,2.875952,2.192822,3.767447,3.725417,2.30886,1.71427,2.575099,15.94004,16.12439,15.13257,7.50003,7.627094,7.534469,8.10191,11.6798,0.8475296,0.7151259,1.015564,1.007826,0.736026,0.6185234,0.7637889,4.087917,4.129339,3.902801,0.9931034,0.999639,0.9652069,0.6591395,1.258867,
263,Giant__PlantId_22_2021-06-23 16.16.43.413,,,,2021-06-23_16.15.48.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_22_2021-06-23 16.16.43.413.hips,1.775101,1.170597,2.214949,2.269194,1.170148,0.8298029,1.410942,11.30344,11.43842,10.5317,6.602696,6.692642,6.620531,7.347372,10.38925,0.8871638,0.648573,1.078885,1.10329,0.6873655,0.5328582,0.7495554,4.133651,4.018417,3.867854,1.047418,1.103015,1.080827,0.9128422,1.451981,
264,Giant__PlantId_22_2021-06-24 10.13.34.553,,,,2021-06-24_10.12.37.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_22_2021-06-24 10.13.34.553.hips,3.363825,2.384745,4.024035,3.92482,2.459374,1.869691,2.765594,17.73262,17.66127,16.43646,7.736344,7.859439,7.771307,8.308284,12.94551,1.180749,0.9154953,1.357827,1.345296,0.9896349,0.8306875,1.056627,5.573389,5.451675,5.244453,1.191697,1.215082,1.122502,0.9126252,2.158787,
265,Giant__PlantId_23_2021-06-14 17.54.27.484,,,,2021-06-14_17.53.32.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_23_2021-06-14 17.54.27.484.hips,5.045817,4.134969,7.280114,7.344516,4.789581,3.622416,5.243499,25.04016,24.71838,23.18585,7.976376,8.274623,8.044637,8.717521,15.49123,0.7861181,0.8575412,1.107738,1.069749,0.8576198,0.7390394,0.8169248,4.052395,4.177218,4.086921,0.6578013,0.6272532,0.6614968,0.5900574,2.219138,
266,Giant__PlantId_23_2021-06-15 09.34.28.431,,,,2021-06-15_09.33.33.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_23_2021-06-15 09.34.28.431.hips,5.048718,4.267568,7.491259,7.346945,5.050533,3.730368,5.375138,25.27077,24.93867,23.34862,8.016945,8.309011,8.095023,8.715468,15.28383,0.8574867,1.002759,1.17768,1.106095,0.9879239,0.8438007,0.911946,4.072355,4.190916,4.093399,0.7863088,0.7643198,0.743953,0.6004533,2.168872,
267,Giant__PlantId_23_2021-06-16 15.37.56.212,,,,2021-06-16_15.37.01.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_23_2021-06-16 15.37.56.212.hips,4.916557,4.419297,7.420313,7.609666,5.308836,3.971291,5.585422,24.79185,24.55989,23.0138,7.971049,8.2328,8.025787,8.548171,13.95803,0.9057826,1.060474,1.286034,1.275237,1.095373,0.9396734,1.055034,4.396759,4.614645,4.478291,0.7044828,0.6959906,0.6619672,0.5296734,1.779981,
268,Giant__PlantId_23_2021-06-17 09.37.44.561,,,,2021-06-17_09.36.49.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_23_2021-06-17 09.37.44.561.hips,4.965613,4.206956,7.602844,7.751454,5.485407,3.922572,5.727097,23.68959,23.11129,21.6178,7.945519,8.229264,8.009445,8.578171,14.05159,0.8926409,1.043479,1.254438,1.257581,1.161702,0.9719979,1.055404,3.903828,3.963228,3.80484,0.7959961,0.7790235,0.7897277,0.5806708,2.080533,
269,Giant__PlantId_23_2021-06-21 15.36.41.050,,,,2021-06-21_15.35.45.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_23_2021-06-21 15.36.41.050.hips,4.420842,3.577603,6.55101,6.961093,4.79705,3.490808,5.298934,22.50356,22.21071,20.79992,7.097418,7.343731,7.142042,7.955949,13.11947,1.131772,1.053173,1.731976,1.898324,1.688752,1.305925,1.699793,4.318265,4.417616,4.197412,1.598763,1.610833,1.594744,1.140904,2.05365,
270,Giant__PlantId_23_2021-06-22 09.38.48.785,,,,2021-06-22_09.37.53.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_23_2021-06-22 09.38.48.785.hips,4.633979,3.868407,6.799779,7.107005,5.124511,3.716291,5.536909,23.51144,23.13683,21.70367,7.199099,7.452297,7.234535,8.03284,13.38065,1.254955,1.262781,1.846985,1.903186,1.661746,1.27555,1.699573,4.347162,4.371811,4.183259,1.685842,1.695764,1.689448,1.209617,2.189993,
271,Giant__PlantId_23_2021-06-23 15.38.54.109,,,,2021-06-23_15.37.59.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_23_2021-06-23 15.38.54.109.hips,4.765367,3.729074,6.794522,7.086796,5.006623,3.66764,5.558969,24.07688,23.82091,22.38809,7.661248,7.904854,7.717576,8.37742,14.2579,1.211019,1.047325,1.792202,1.842652,1.675103,1.340542,1.821724,4.453201,4.548052,4.442928,1.169212,1.177807,1.100553,0.8668302,3.710771,
272,Giant__PlantId_23_2021-06-24 09.36.07.369,,,,2021-06-24_09.35.10.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_23_2021-06-24 09.36.07.369.hips,3.713638,3.035205,5.500433,5.591763,4.128316,2.943505,4.472614,19.37365,19.07541,17.79406,7.755139,7.969586,7.779405,8.29247,12.31264,1.185166,1.011014,1.763718,1.755567,1.364233,1.042995,1.460389,3.944048,3.918982,3.738637,1.092055,1.092391,1.007636,0.7522153,2.251446,
273,Giant__PlantId_24_2021-06-14 17.17.54.916,,,,2021-06-14_17.16.57.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_24_2021-06-14 17.17.54.916.hips,3.0453,2.751936,4.937211,4.906463,3.182273,2.343493,3.482805,19.08144,18.97085,17.70389,7.791766,7.980889,7.795105,8.188783,10.72949,0.7280732,0.737918,1.19447,1.195433,0.8434048,0.6771873,0.8423613,4.366158,4.249225,4.026388,0.7556635,0.7577572,0.7564459,0.591363,1.061981,
274,Giant__PlantId_24_2021-06-15 08.58.08.421,,,,2021-06-15_08.57.11.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_24_2021-06-15 08.58.08.421.hips,3.268859,2.934827,5.339552,5.277661,3.423737,2.514286,3.734432,20.34562,20.31503,19.01344,8.021997,8.189886,8.017108,8.348126,11.14063,0.8452581,0.8651249,1.360882,1.344513,0.9564126,0.7852092,0.9622832,4.792064,4.82434,4.616755,1.188049,1.306383,1.092696,1.018846,1.135663,
275,Giant__PlantId_24_2021-06-16 15.00.28.934,,,,2021-06-16_14.59.33.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_24_2021-06-16 15.00.28.934.hips,3.803861,3.410321,6.139826,6.139704,3.903928,2.881845,4.328462,23.78796,23.71999,22.26927,8.006662,8.18001,8.014297,8.340359,11.57427,0.888943,0.958626,1.426109,1.459143,1.006764,0.8146735,1.052835,6.005555,6.039937,5.850997,0.6984591,0.6990038,0.6990933,0.5478206,1.324806,
276,Giant__PlantId_24_2021-06-17 09.01.16.938,,,,2021-06-17_09.00.21.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_24_2021-06-17 09.01.16.938.hips,3.45407,3.05846,5.452136,5.402762,3.474539,2.543358,3.819791,20.88853,20.85896,19.46208,8.059862,8.236784,8.073598,8.389084,11.4686,0.8453562,0.9138069,1.237296,1.24701,0.8434653,0.6731951,0.8748081,4.670875,4.729792,4.497994,0.6621584,0.645512,0.6414654,0.5280327,1.442421,
277,Giant__PlantId_24_2021-06-21 14.59.32.851,,,,2021-06-21_14.58.37.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_24_2021-06-21 14.59.32.851.hips,2.173033,1.665902,3.24102,3.337899,1.827792,1.26941,2.103768,13.34593,13.32221,12.3159,6.539503,6.665762,6.544986,7.2801,10.24235,1.135854,1.060473,1.499199,1.518053,1.017697,0.7768893,1.085752,3.97422,3.931174,3.920091,2.137627,2.164025,2.131093,1.544436,1.475374,
278,Giant__PlantId_24_2021-06-22 09.01.39.011,,,,2021-06-22_09.00.47.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_24_2021-06-22 09.01.39.011.hips,2.893605,2.251582,4.155049,4.19556,2.525166,1.825573,2.806863,15.83345,15.80334,14.85812,8.015707,8.147868,8.025187,8.282751,11.17201,0.9458552,0.8278566,1.479259,1.469619,0.9619956,0.7465436,1.016705,5.139232,5.153826,4.927961,1.091137,1.169849,1.133876,1.009869,1.198101,
279,Giant__PlantId_24_2021-06-23 15.01.31.105,,,,2021-06-23_15.00.35.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_24_2021-06-23 15.01.31.105.hips,3.319475,2.433543,4.642697,4.674928,2.745802,1.977197,3.130254,18.99747,19.05609,17.8343,7.461767,7.613647,7.495175,8.035945,12.08702,1.16191,1.039749,1.663829,1.679642,1.196551,0.9714288,1.239871,6.099097,6.102643,5.86899,1.612353,1.650078,1.635837,1.264419,1.579487,
280,Giant__PlantId_24_2021-06-24 08.59.01.869,,,,2021-06-24_08.58.06.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_24_2021-06-24 08.59.01.869.hips,3.455381,2.610943,4.893075,4.874169,2.974066,2.148624,3.322082,20.47776,20.62227,19.34438,7.374673,7.49964,7.390022,7.962039,12.30191,1.034694,1.050113,1.559787,1.554415,1.17154,0.9762914,1.150617,5.865611,5.927108,5.60545,1.895878,1.892318,1.857802,1.306424,1.21474,
281,Giant__PlantId_25_2021-06-14 16.41.48.789,,,,2021-06-14_16.40.51.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_25_2021-06-14 16.41.48.789.hips,3.934399,2.710752,5.394631,5.451034,3.305441,2.32349,3.686116,20.45948,20.17027,18.8668,8.249207,8.450857,8.31214,8.784687,14.29046,0.7925514,0.6893764,1.218874,1.261896,0.8485295,0.649381,0.8800446,4.346608,4.326651,4.194101,0.6119363,0.6556253,0.6393509,0.6067044,1.581681,
282,Giant__PlantId_25_2021-06-15 08.21.51.156,,,,2021-06-15_08.20.53.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_25_2021-06-15 08.21.51.156.hips,3.470242,2.380655,4.766096,4.910481,2.83698,2.004083,3.203096,18.58649,18.45401,17.23212,8.184707,8.371879,8.24824,8.658179,13.31405,0.7629476,0.6170161,1.089821,1.157325,0.7180469,0.5513693,0.7794319,4.575391,4.518376,4.332979,0.506667,0.5239393,0.5110197,0.4858885,1.560414,
283,Giant__PlantId_25_2021-06-16 14.23.41.671,,,,2021-06-16_14.22.46.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_25_2021-06-16 14.23.41.671.hips,3.391382,2.433013,4.633836,4.612793,2.748933,1.981223,3.092992,18.20326,18.34521,17.19417,8.187735,8.345028,8.242316,8.589725,12.84749,0.8679675,0.764667,1.30422,1.306087,0.86966,0.6840225,0.9309281,4.882302,5.14944,5.034577,0.6040905,0.6103467,0.5627631,0.5150143,1.466205,
284,Giant__PlantId_25_2021-06-17 08.24.45.773,,,,2021-06-17_08.23.48.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_25_2021-06-17 08.24.45.773.hips,3.64077,2.746741,5.054797,5.124927,3.092345,2.262531,3.40858,19.3228,19.36619,18.28673,8.106281,8.282643,8.156366,8.524286,12.87211,0.8731359,0.7834466,1.389958,1.446779,0.9301064,0.7273214,0.9895017,4.883152,5.087294,4.979801,0.5617457,0.5562897,0.5506287,0.4775274,1.431395,
285,Giant__PlantId_25_2021-06-21 14.21.33.625,,,,2021-06-21_14.20.38.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_25_2021-06-21 14.21.33.625.hips,3.830421,2.652661,4.959042,5.075178,3.015789,2.228055,3.355345,20.17978,20.2471,19.20433,8.212844,8.35527,8.274169,8.62788,13.7391,1.277683,1.039994,1.852407,1.939862,1.254297,0.9702174,1.300202,6.513543,6.517483,6.315627,0.6010085,0.6035006,0.5006214,0.4743648,1.914513,
286,Giant__PlantId_25_2021-06-22 08.24.36.303,,,,2021-06-22_08.23.41.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_25_2021-06-22 08.24.36.303.hips,3.503314,2.450605,4.470518,4.642286,2.737392,2.05043,3.033266,17.83013,18.02142,17.10917,8.157131,8.285261,8.208838,8.511936,12.95688,1.146839,0.9299656,1.65061,1.75994,1.139778,0.8878509,1.193982,5.377906,5.51141,5.339084,0.6462079,0.6486456,0.4667316,0.4561492,1.650192,
287,Giant__PlantId_25_2021-06-23 14.24.00.677,,,,2021-06-23_14.23.05.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_25_2021-06-23 14.24.00.677.hips,2.909672,1.91757,3.612399,3.655559,2.166221,1.595744,2.428952,15.11476,15.36889,14.52246,8.145828,8.238186,8.193296,8.466274,12.46118,1.03074,0.8333769,1.331494,1.37733,0.9620284,0.7763094,1.003783,4.478595,4.657005,4.508785,0.679046,0.7111569,0.5198559,0.4635208,1.363825,
288,Giant__PlantId_25_2021-06-24 08.22.17.835,,,,2021-06-24_08.21.20.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_25_2021-06-24 08.22.17.835.hips,2.94515,1.920222,3.487896,3.569689,2.145024,1.632492,2.407108,14.86279,15.19741,14.40913,8.030685,8.138234,8.088099,8.437264,12.679,1.035046,0.8562097,1.280015,1.333791,0.994486,0.8284055,1.026026,3.999093,4.137946,3.988777,0.7779264,0.7416691,0.5203116,0.4419585,1.35373,
289,Giant__PlantId_26_2021-06-14 16.05.38.904,,,,2021-06-14_16.04.41.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_26_2021-06-14 16.05.38.904.hips,3.74722,3.452491,5.466188,5.355077,3.71115,2.857924,3.914973,20.32273,19.93726,18.71429,8.124063,8.304593,8.150005,8.519306,12.61202,0.7930217,0.9925534,1.449501,1.491858,1.197344,0.9614739,1.174794,4.762732,4.633174,4.486042,0.6096544,0.6033146,0.6096874,0.5107229,0.9613838,
290,Giant__PlantId_26_2021-06-15 07.45.35.592,,,,2021-06-15_07.44.40.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_26_2021-06-15 07.45.35.592.hips,3.555596,3.308769,5.186642,5.331525,3.436859,2.708855,3.727978,19.4247,19.35697,18.11687,8.049994,8.262637,8.079084,8.400188,12.00503,0.748592,0.9269651,1.379131,1.454445,1.08423,0.8882016,1.082121,4.497132,4.452234,4.306446,0.5733115,0.5639073,0.4921498,0.432941,0.8115335,
291,Giant__PlantId_26_2021-06-16 13.46.48.323,,,,2021-06-16_13.45.54.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_26_2021-06-16 13.46.48.323.hips,3.678504,3.51101,5.518515,5.443154,3.666037,2.847166,3.932721,21.28649,21.21625,20.02782,7.976671,8.170164,8.000737,8.355412,11.82091,0.8214265,1.053156,1.505148,1.48818,1.126567,0.9355119,1.157738,5.461678,5.61088,5.442174,1.072563,0.9680603,0.9860345,0.9231571,0.9923142,
292,Giant__PlantId_26_2021-06-17 07.48.19.024,,,,2021-06-17_07.47.21.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_26_2021-06-17 07.48.19.024.hips,3.764849,3.587924,5.569015,5.640985,3.707759,2.940336,4.009653,21.16256,21.15116,20.00226,8.045873,8.229266,8.0758,8.345061,11.52667,0.8613833,1.064333,1.461964,1.43019,1.061066,0.9363928,1.101087,5.695188,5.898428,5.714594,0.5474168,0.541209,0.4930085,0.4415361,0.8819737,
