SessionName:,2021-06 TNA - Mspec v1.0 0001
SessionRecipe:,2021-06 TNA - Mspec v1.0
Date:,17-09-2021
Time:,18:34:34
Processing Algorithm:,VM.Lab.Session.StaticsKeyValues
Processing Algorithm:,VM.Lab.Session.StaticsKeyValues
,NoImageBands,BlobSizeMin,BlobSizeMax,HistMinimum,HistMaximum,HistogramImageBand,HistogramNumBins,Scale,NumKeyValues,MultiCapture,MultiCaptureIndex,
,15,0,10000,0,0,1,100,5,30,1,-1,
,
Index,Sample ID,Comment,Initials,Status,TimeStamp,ImageFileName,Mean 01,Mean 02,Mean 03,Mean 04,Mean 05,Mean 06,Mean 07,Mean 08,Mean 09,Mean 10,Mean 11,Mean 12,Mean 13,Mean 14,Mean 15,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,
440,Giant__PlantId_42_2021-06-24 09.04.37.301,,,,2021-06-24_09.03.40.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_42_2021-06-24 09.04.37.301.hips,3.410764,2.420381,3.961572,3.856292,2.43654,1.87921,2.755944,17.50041,17.63751,16.68473,8.229259,8.333633,8.268163,8.586535,12.881,0.9703678,0.8000898,1.208851,1.200002,0.8620777,0.7233085,0.920086,4.799601,4.922925,4.759126,0.8785,0.8609988,0.5499687,0.5199679,1.617244,
441,Giant__PlantId_43_2021-06-14 16.47.23.753,,,,2021-06-14_16.46.26.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_43_2021-06-14 16.47.23.753.hips,3.236442,3.144341,4.928317,4.823685,3.270885,2.526649,3.532233,20.67786,20.68139,19.42618,8.058684,8.22394,8.071828,8.411192,11.61763,0.9598336,1.133276,1.544785,1.521217,1.138684,0.9368152,1.162756,6.113566,6.190712,5.985578,0.785853,0.7856872,0.7773802,0.5863985,1.265016,
442,Giant__PlantId_43_2021-06-15 08.27.24.857,,,,2021-06-15_08.26.27.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_43_2021-06-15 08.27.24.857.hips,3.241867,3.074637,4.888991,4.847078,3.199652,2.466015,3.477961,20.74568,20.84104,19.65376,8.021365,8.190744,8.032438,8.350613,11.49105,1.069831,1.193536,1.728867,1.649807,1.2332,1.015327,1.261821,6.865883,6.992383,6.797235,0.6967452,0.6905401,0.6643335,0.5332695,1.282384,
443,Giant__PlantId_43_2021-06-16 14.29.29.037,,,,2021-06-16_14.28.33.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_43_2021-06-16 14.29.29.037.hips,3.743336,3.511076,5.594638,5.500552,3.620261,2.765105,3.935184,23.30171,23.3087,21.95136,8.022418,8.197833,8.042802,8.375161,11.94814,1.388914,1.468696,2.062158,2.052367,1.415251,1.181919,1.479824,7.921319,8.018438,7.672011,1.030873,0.9791275,0.7173851,0.576178,1.81593,
444,Giant__PlantId_43_2021-06-17 08.30.23.374,,,,2021-06-17_08.29.26.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_43_2021-06-17 08.30.23.374.hips,2.453906,2.224735,3.601203,3.610972,2.315555,1.733105,2.530179,15.11479,15.29311,14.34848,8.106378,8.209537,8.102693,8.322812,10.43187,0.8575438,0.7699899,1.094219,1.122248,0.682129,0.5223377,0.729722,3.47986,3.43742,3.355842,0.9121447,1.060604,0.5686571,0.4871201,1.008152,
445,Giant__PlantId_43_2021-06-21 14.27.21.240,,,,2021-06-21_14.26.26.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_43_2021-06-21 14.27.21.240.hips,3.325681,2.673797,4.536634,4.629595,2.778897,2.11243,3.155261,18.69794,18.67825,17.68855,8.150663,8.276751,8.175742,8.372779,11.58199,1.204109,1.100716,1.77896,1.819595,1.237046,0.9993699,1.313705,6.982749,6.754457,6.468535,0.5943582,0.601961,0.4703799,0.4352971,1.376323,
446,Giant__PlantId_43_2021-06-22 08.30.01.782,,,,2021-06-22_08.29.06.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_43_2021-06-22 08.30.01.782.hips,3.475017,2.769267,4.689486,4.728413,2.869068,2.181478,3.209979,18.75683,19.02585,17.97868,8.12346,8.243369,8.139244,8.352309,11.62482,1.168235,1.103659,1.689455,1.66771,1.154024,0.9488418,1.212574,6.573561,6.659409,6.3625,0.5833083,0.5934939,0.455697,0.4366387,1.304191,
447,Giant__PlantId_43_2021-06-23 14.29.40.133,,,,2021-06-23_14.28.44.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_43_2021-06-23 14.29.40.133.hips,2.838928,1.990625,3.966087,4.017961,2.318873,1.694675,2.725161,18.48218,18.79778,17.54425,7.27009,7.386298,7.295067,7.88945,11.93668,1.216132,1.109898,1.572209,1.539482,1.116714,0.9427028,1.123962,6.224688,6.25598,5.856489,1.861436,1.86929,1.816836,1.29815,1.567646,
448,Giant__PlantId_43_2021-06-24 08.27.53.984,,,,2021-06-24_08.26.56.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_43_2021-06-24 08.27.53.984.hips,3.102447,2.142128,4.082616,4.221551,2.57384,1.980017,2.980377,19.29696,19.57967,18.47619,7.767571,7.884812,7.805336,8.224162,12.66514,1.492569,1.407558,1.733232,1.689089,1.45213,1.285338,1.425459,6.61418,6.687237,6.361181,1.542032,1.564218,1.465533,1.067849,1.76907,
449,Giant__PlantId_44_2021-06-14 16.11.13.867,,,,2021-06-14_16.10.16.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_44_2021-06-14 16.11.13.867.hips,4.613869,3.682736,6.469349,6.530405,4.602267,3.480962,4.951772,21.61561,21.35022,20.00884,8.222515,8.435498,8.29662,8.804554,14.99606,1.021599,1.168624,1.616598,1.72601,1.937474,1.554968,1.688214,4.052968,3.996832,3.820013,0.6138265,0.6259775,0.5657378,0.5454774,1.926289,
450,Giant__PlantId_44_2021-06-15 07.51.10.509,,,,2021-06-15_07.50.13.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_44_2021-06-15 07.51.10.509.hips,4.396408,3.610513,6.228043,6.558212,4.310673,3.314272,4.682774,21.16781,20.99454,19.7541,8.165969,8.37552,8.211034,8.642384,14.13331,0.9943599,1.067061,1.527187,1.665918,1.623417,1.360281,1.519662,4.176537,4.126838,4.005559,1.039434,1.140342,1.357944,1.283993,1.771042,
451,Giant__PlantId_44_2021-06-16 13.52.23.646,,,,2021-06-16_13.51.28.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_44_2021-06-16 13.52.23.646.hips,4.411124,3.665422,6.398568,6.407491,4.284293,3.2497,4.638148,22.3528,22.13272,20.80345,8.18935,8.373541,8.235138,8.6163,13.85546,0.8692403,0.9850686,1.404161,1.427364,1.26244,1.029888,1.219941,4.900003,4.891501,4.731607,0.6276509,0.6217636,0.5924641,0.5434778,1.645025,
452,Giant__PlantId_44_2021-06-17 07.53.51.523,,,,2021-06-17_07.52.56.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_44_2021-06-17 07.53.51.523.hips,4.420738,3.897146,6.586843,6.834847,4.425416,3.419515,4.808825,22.88467,22.8677,21.43199,8.156324,8.347682,8.191037,8.518799,13.01405,0.9177032,1.044495,1.470653,1.504447,1.203257,1.010424,1.211228,5.355655,5.432702,5.330571,0.5406059,0.545279,0.5202415,0.4826529,1.292382,
453,Giant__PlantId_44_2021-06-21 13.51.04.943,,,,2021-06-21_13.50.09.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_44_2021-06-21 13.51.04.943.hips,4.504907,3.622339,6.306324,6.585301,4.613809,3.393442,5.152599,24.15545,23.8542,22.49661,8.203655,8.386899,8.243357,8.591007,13.40111,1.244056,1.350496,2.092039,2.172181,1.738287,1.410126,1.761577,5.944167,5.906916,5.84407,0.6342595,0.6383732,0.5429558,0.4899202,1.796374,
454,Giant__PlantId_44_2021-06-22 07.52.43.880,,,,2021-06-22_07.51.48.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_44_2021-06-22 07.52.43.880.hips,3.788862,3.039388,5.358077,5.779292,3.745802,2.813205,4.201281,19.36981,19.4186,18.35492,8.118696,8.272697,8.126863,8.416585,12.12256,1.003881,0.9578794,1.710921,1.826094,1.25127,1.019787,1.334674,4.895834,5.071177,4.941583,0.4647361,0.4721908,0.4354591,0.4228382,1.412417,
455,Giant__PlantId_44_2021-06-23 13.52.33.853,,,,2021-06-23_13.51.38.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_44_2021-06-23 13.52.33.853.hips,3.253926,2.526261,4.730443,4.849921,3.139064,2.270328,3.495583,16.99346,17.01802,15.94688,8.188673,8.328184,8.212795,8.46231,11.80928,0.9543255,0.8651159,1.689009,1.761231,1.347541,1.040938,1.357398,3.712344,3.905931,3.788514,0.5521475,0.5599539,0.5231572,0.4704399,1.431995,
456,Giant__PlantId_44_2021-06-24 07.51.20.464,,,,2021-06-24_07.50.23.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_44_2021-06-24 07.51.20.464.hips,3.294912,2.563904,4.726552,5.028886,3.00093,2.243711,3.404409,17.03644,17.14791,16.21466,8.116739,8.275757,8.147735,8.437499,11.85614,0.8534327,0.755426,1.47944,1.567618,1.02678,0.8044493,1.068202,3.509366,3.711184,3.627735,0.5024212,0.5041224,0.4474174,0.4437751,1.418594,
457,Giant__PlantId_45_2021-06-14 15.34.56.088,,,,2021-06-14_15.33.58.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_45_2021-06-14 15.34.56.088.hips,3.709579,3.457376,5.898684,5.85312,3.946117,2.963478,4.277229,21.93829,21.77609,20.30507,8.117506,8.319968,8.120563,8.500591,11.80505,0.9555154,1.254903,1.420036,1.467205,1.104931,0.8946204,1.082574,4.597146,4.470691,4.304487,0.759221,0.7609307,0.7600946,0.5877452,1.434426,
458,Giant__PlantId_45_2021-06-15 07.14.47.785,,,,2021-06-15_07.13.52.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_45_2021-06-15 07.14.47.785.hips,3.944316,3.603121,6.050357,6.40831,3.986217,3.097749,4.49,23.15462,23.30432,22.33454,7.950487,8.184238,7.968813,8.366367,11.7319,1.877147,1.737768,1.917207,2.105418,2.21173,2.384937,2.675991,6.059984,6.997298,11.27295,0.7110538,0.9317396,0.6471109,0.7014278,1.575207,
459,Giant__PlantId_45_2021-06-16 13.15.14.932,,,,2021-06-16_13.14.20.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_45_2021-06-16 13.15.14.932.hips,4.013149,3.691406,6.293388,6.484551,4.075131,3.126848,4.554533,24.47965,24.76491,23.55061,8.104486,8.335814,8.12306,8.45973,12.10771,1.075769,1.126351,1.566146,1.649049,1.095566,0.9073697,1.158434,5.905843,6.016127,5.897192,0.7323604,0.7281291,0.69655,0.5670473,1.879025,
460,Giant__PlantId_45_2021-06-17 07.14.45.965,,,,2021-06-17_07.13.50.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_45_2021-06-17 07.14.45.965.hips,3.400843,2.996027,5.045348,5.320925,3.243024,2.463239,3.64237,19.75158,19.73711,18.51582,7.961092,8.12549,7.963416,8.29661,11.28111,1.021564,1.068272,1.386857,1.539866,0.9922989,0.7726915,1.046932,4.565558,4.447334,4.254022,0.5170615,0.5196957,0.520161,0.4455922,1.444195,
461,Giant__PlantId_45_2021-06-21 13.14.44.543,,,,2021-06-21_13.13.49.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_45_2021-06-21 13.14.44.543.hips,3.222036,2.542861,4.822792,5.089476,2.880351,2.121147,3.317021,19.16223,19.34164,18.42444,7.827127,7.994756,7.853784,8.309426,11.84945,1.038371,0.908015,1.644577,1.802912,1.102104,0.8655382,1.197778,5.619054,5.535186,5.433155,0.8035884,0.8131896,0.7920091,0.6356911,1.488426,
462,Giant__PlantId_45_2021-06-22 07.15.02.766,,,,2021-06-22_07.14.07.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_45_2021-06-22 07.15.02.766.hips,3.66298,2.713922,5.127568,5.425736,3.010074,2.237638,3.510169,20.86905,20.96909,19.7655,7.810595,7.977965,7.836691,8.302803,12.34999,1.13078,0.9441357,1.618628,1.724083,1.048261,0.8528959,1.158092,6.498579,6.439486,6.206662,0.6111766,0.6230937,0.6129625,0.5143849,1.61129,
463,Giant__PlantId_45_2021-06-23 13.15.31.801,,,,2021-06-23_13.14.36.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_45_2021-06-23 13.15.31.801.hips,3.216017,2.503639,4.562968,4.7474,2.713784,2.01552,3.121311,18.69135,18.93799,17.89038,7.990381,8.120369,8.003649,8.358339,11.95231,1.345683,1.262464,1.669303,1.764092,1.139166,0.92184,1.20909,5.938024,5.855024,5.688235,0.8576759,0.8368027,0.6826177,0.5457057,1.741283,
464,Giant__PlantId_45_2021-06-24 07.14.30.237,,,,2021-06-24_07.13.33.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_45_2021-06-24 07.14.30.237.hips,2.784502,2.053452,3.817534,4.202459,2.136683,1.637241,2.568004,16.73449,17.13204,16.28387,7.746653,7.896817,7.773009,8.177993,11.25844,0.8633729,0.7963877,1.301142,1.411626,0.8639587,0.7501586,0.9554967,5.065431,5.248755,5.108841,0.6271671,0.6114583,0.5681528,0.4561167,1.099281,
465,Giant__PlantId_46_2021-06-14 20.28.03.606,,,,2021-06-14_20.27.06.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_46_2021-06-14 20.28.03.606.hips,2.855323,2.080347,3.900178,4.018618,2.210031,1.605982,2.552342,17.04439,16.90309,15.84452,7.911989,8.054987,7.941051,8.32655,12.02341,0.6872987,0.6724876,1.172985,1.271807,0.7854291,0.581053,0.8154054,4.183081,4.068003,3.892596,0.5885097,0.5721532,0.5241029,0.4388329,1.101459,
466,Giant__PlantId_46_2021-06-15 12.08.09.186,,,,2021-06-15_12.07.11.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_46_2021-06-15 12.08.09.186.hips,3.07937,2.347089,4.161616,4.101399,2.528183,1.826942,2.8341,17.22593,17.06022,15.98715,8.092912,8.243971,8.132451,8.481435,12.20561,0.863956,0.9143952,1.400057,1.469594,1.050248,0.8081518,1.05841,4.668668,4.572556,4.420879,0.5942789,0.5943336,0.5638306,0.508246,1.423717,
467,Giant__PlantId_46_2021-06-16 18.14.26.835,,,,2021-06-16_18.13.32.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_46_2021-06-16 18.14.26.835.hips,3.309935,2.5206,4.272451,4.062538,2.625644,1.950527,2.886427,18.09168,18.24263,17.07485,7.585791,7.743452,7.649312,8.26663,12.77063,0.854212,0.7485827,1.143908,1.085194,0.7976449,0.6646306,0.8168963,4.82449,4.984367,4.75723,0.8465053,0.8289258,0.8310665,0.5770045,1.290534,
468,Giant__PlantId_46_2021-06-17 12.12.27.903,,,,2021-06-17_12.11.30.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_46_2021-06-17 12.12.27.903.hips,3.530318,2.577579,4.437177,4.26592,2.632581,1.944355,2.950103,18.80471,18.95773,17.76954,7.906228,8.049081,7.961365,8.404922,13.12994,1.05768,0.9553025,1.365563,1.329376,0.9160566,0.7613848,0.9663208,5.077991,5.197976,5.009784,0.9597635,0.8793105,0.8829982,0.8167667,1.609332,
469,Giant__PlantId_46_2021-06-21 18.15.03.432,,,,2021-06-21_18.14.08.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_46_2021-06-21 18.15.03.432.hips,3.138869,1.979378,3.599452,3.58015,1.99615,1.48339,2.371784,17.41863,17.81688,16.61415,6.923254,7.050749,6.998287,7.79477,12.89907,1.192406,0.8253986,1.378925,1.394663,0.9035399,0.7225869,1.012672,5.941797,6.067931,5.805657,1.371678,1.382857,1.345492,1.009108,2.104538,
470,Giant__PlantId_46_2021-06-22 12.18.38.808,,,,2021-06-22_12.17.43.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_46_2021-06-22 12.18.38.808.hips,3.619171,2.335579,4.14618,3.989761,2.466002,1.786748,2.807503,20.39398,20.41407,18.98107,6.72612,6.857502,6.794804,7.710929,13.77026,0.9629856,0.8232893,1.26912,1.219955,0.9124905,0.7408555,0.9172062,6.018188,6.036487,5.599185,1.96452,1.958203,1.963145,1.336791,1.436231,
471,Giant__PlantId_46_2021-06-23 18.18.20.545,,,,2021-06-23_18.17.25.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_46_2021-06-23 18.18.20.545.hips,3.026471,1.707962,3.60221,3.740673,2.071975,1.553347,2.549241,18.9258,19.17233,17.91375,7.33879,7.448322,7.41413,8.074513,14.41365,1.49595,1.063148,1.634087,1.668577,1.21181,1.039865,1.330015,6.255542,6.366278,6.162749,1.353551,1.357849,1.337903,0.9909658,3.064663,
472,Giant__PlantId_46_2021-06-24 12.13.52.233,,,,2021-06-24_12.12.57.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_46_2021-06-24 12.13.52.233.hips,3.129649,1.805404,3.893604,3.935503,2.369181,1.725984,2.802919,19.77085,19.85822,18.52191,7.357725,7.479377,7.418924,8.101003,13.88651,1.538625,1.248813,1.702813,1.663049,1.374419,1.17931,1.38296,6.136439,6.195915,5.980039,1.460527,1.446945,1.390321,1.000391,2.323812,
473,Giant__PlantId_47_2021-06-14 19.51.41.708,,,,2021-06-14_19.50.44.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_47_2021-06-14 19.51.41.708.hips,3.994863,3.477335,5.500906,5.66531,3.627692,2.837336,3.980795,23.57227,23.4904,22.04856,8.085984,8.280583,8.132227,8.513196,13.28143,1.368072,1.490008,1.891643,2.052483,1.4102,1.165836,1.424947,6.565376,6.23158,6.016653,0.4512225,0.458656,0.4633052,0.4627001,2.433718,
474,Giant__PlantId_47_2021-06-15 11.31.58.521,,,,2021-06-15_11.31.01.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_47_2021-06-15 11.31.58.521.hips,3.711047,3.274318,5.113988,5.024098,3.391061,2.580523,3.658442,21.1928,21.0561,19.65725,8.170405,8.347238,8.205453,8.564005,13.33615,1.317911,1.635537,1.574102,1.551546,1.252603,1.05839,1.203841,5.389298,5.346828,5.19233,0.6048399,0.5962867,0.5727577,0.5043718,1.985136,
475,Giant__PlantId_47_2021-06-16 17.37.16.078,,,,2021-06-16_17.36.20.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_47_2021-06-16 17.37.16.078.hips,3.27854,2.712871,4.604565,4.436387,3.046454,2.263214,3.248023,19.05346,18.89272,17.62284,8.160044,8.295799,8.205329,8.516142,12.81662,0.9558398,1.03565,1.504143,1.441949,1.120434,0.9025367,1.10148,5.113296,5.231142,5.074031,0.6248429,0.6316301,0.6078101,0.5217444,1.667847,
476,Giant__PlantId_47_2021-06-17 11.36.05.818,,,,2021-06-17_11.35.10.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_47_2021-06-17 11.36.05.818.hips,3.793569,2.964779,5.126424,5.114517,3.232954,2.381492,3.541195,21.44584,21.0506,19.67598,8.185364,8.347074,8.240728,8.585914,13.86326,1.565303,1.280768,2.112985,2.279005,1.307734,0.9819475,1.366186,7.3259,6.6941,6.425786,0.6914777,0.6821268,0.5782477,0.5457696,2.857599,
477,Giant__PlantId_47_2021-06-21 17.37.50.210,,,,2021-06-21_17.36.55.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_47_2021-06-21 17.37.50.210.hips,2.634247,1.970117,3.342376,3.331309,2.046029,1.549944,2.292681,14.39854,14.41918,13.52141,8.023733,8.115887,8.035745,8.294584,11.40727,0.8401262,0.7743114,1.271285,1.306546,0.8074232,0.6117404,0.8756871,4.696148,4.50131,4.308986,1.022834,0.7475682,0.4741663,0.4388007,1.357673,
478,Giant__PlantId_47_2021-06-22 11.41.00.642,,,,2021-06-22_11.40.06.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_47_2021-06-22 11.41.00.642.hips,2.934466,2.309996,3.722747,3.592107,2.363059,1.7703,2.573586,16.57687,16.59857,15.6168,8.003177,8.113214,8.043036,8.350576,11.92447,0.8905605,0.9314272,1.32801,1.289648,0.9019701,0.7163635,0.954674,5.505927,5.586808,5.361833,0.6753924,0.6660002,0.5766863,0.4976027,1.651558,
479,Giant__PlantId_47_2021-06-23 17.40.45.873,,,,2021-06-23_17.39.50.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_47_2021-06-23 17.40.45.873.hips,2.919721,1.854508,3.484448,3.530678,2.055823,1.548197,2.419739,17.37671,17.56725,16.53843,8.091711,8.17408,8.141679,8.445578,13.25253,1.298187,1.073762,1.514797,1.491336,1.076282,0.8843812,1.116127,6.046433,6.086214,5.809086,1.002654,0.9363776,0.4893101,0.4646851,1.958358,
480,Giant__PlantId_47_2021-06-24 11.36.35.267,,,,2021-06-24_11.35.37.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_47_2021-06-24 11.36.35.267.hips,2.635485,1.715918,3.263905,3.220161,2.0604,1.541177,2.328794,16.03535,16.1248,15.19409,8.121283,8.211152,8.161059,8.488674,13.05234,1.101817,0.9868329,1.291613,1.220044,0.9995198,0.8382381,0.9799654,5.066451,5.104929,4.874506,0.6704234,0.6726316,0.5735174,0.5083497,1.70978,
481,Giant__PlantId_48_2021-06-14 19.15.31.697,,,,2021-06-14_19.14.36.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_48_2021-06-14 19.15.31.697.hips,3.518131,2.944989,4.846997,4.924088,2.946908,2.223652,3.339279,20.51887,20.4913,19.24835,8.11294,8.291544,8.136773,8.453671,12.62831,1.163816,1.323318,1.4822,1.498861,1.041388,0.8555562,1.0806,5.503831,5.53578,5.344276,0.578416,0.5644544,0.5704359,0.4967323,1.638722,
482,Giant__PlantId_48_2021-06-15 10.55.43.799,,,,2021-06-15_10.54.46.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_48_2021-06-15 10.55.43.799.hips,3.540123,3.035038,4.815242,4.742579,3.035039,2.267176,3.316009,20.11359,19.92099,18.67365,8.175222,8.339797,8.210428,8.548141,13.06837,1.259351,1.550613,1.617674,1.611801,1.166516,0.913008,1.110314,6.121381,5.915673,5.703461,0.6041626,0.6151811,0.5723687,0.5033491,2.029371,
483,Giant__PlantId_48_2021-06-16 17.00.10.734,,,,2021-06-16_16.59.16.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_48_2021-06-16 17.00.10.734.hips,3.364364,2.756027,4.530713,4.337628,2.860716,2.155555,3.119583,19.49664,19.39519,18.17103,8.143199,8.291511,8.1816,8.508151,12.92457,0.895303,0.9077881,1.345688,1.293504,0.8996559,0.7264766,0.9414353,5.879544,5.811707,5.645154,0.7538041,0.7489025,0.6109214,0.5226046,1.595861,
484,Giant__PlantId_48_2021-06-17 10.59.25.278,,,,2021-06-17_10.58.28.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_48_2021-06-17 10.59.25.278.hips,2.895292,2.216635,3.51377,3.36914,2.208941,1.64538,2.417744,15.16827,15.09763,14.10864,8.207933,8.289684,8.217657,8.49152,12.04784,1.058605,0.7582331,1.083264,1.06307,0.7120377,0.5405487,0.7272838,3.653261,3.617289,3.489809,0.8836896,0.8953,0.5646443,0.5053694,1.501754,
485,Giant__PlantId_48_2021-06-21 17.00.45.256,,,,2021-06-21_16.59.50.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_48_2021-06-21 17.00.45.256.hips,2.480946,1.78455,2.894554,2.852615,1.679331,1.280078,1.928166,14.84759,15.10762,14.24909,7.971089,8.063195,8.004007,8.289813,11.52395,0.8545232,0.6953959,1.080772,1.047768,0.7131584,0.5782095,0.7734618,5.401346,5.646103,5.405017,0.5902306,0.5923216,0.4861353,0.4277062,1.264848,
486,Giant__PlantId_48_2021-06-22 11.03.05.831,,,,2021-06-22_11.02.11.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_48_2021-06-22 11.03.05.831.hips,2.513298,1.760669,2.810764,2.645027,1.729721,1.289449,1.889364,13.25993,13.57483,12.66389,7.102409,7.184243,7.110827,7.82613,11.78897,0.8533354,0.6422285,0.7930541,0.7522312,0.6236544,0.519566,0.6216027,3.078819,3.125551,2.904547,1.24068,1.233309,1.129872,0.8264538,1.408846,
487,Giant__PlantId_48_2021-06-23 17.02.41.483,,,,2021-06-23_17.01.46.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_48_2021-06-23 17.02.41.483.hips,2.433824,1.551379,2.688056,2.682873,1.581837,1.234296,1.860903,15.08107,15.4873,14.54726,8.099069,8.184926,8.155435,8.408445,12.40021,1.033352,0.8574758,1.084623,1.05455,0.8646547,0.7407362,0.8632196,4.312264,4.408622,4.227687,0.7422753,0.7104784,0.4652534,0.4438539,1.521279,
488,Giant__PlantId_48_2021-06-24 10.58.46.898,,,,2021-06-24_10.57.49.000,C:\Temp-PhenoLab - TNA-2021-06\HIPS\mspec\2 - input - HIPS\Giant__PlantId_48_2021-06-24 10.58.46.898.hips,2.701808,1.861851,3.089878,2.995433,2.07971,1.628751,2.302727,15.86749,16.23503,15.21084,8.148101,8.232903,8.171655,8.486552,12.65405,1.090147,0.9828061,1.187385,1.10956,1.05058,0.9096166,1.007343,4.304329,4.39133,4.191817,0.8648109,0.848358,0.574299,0.5065029,1.515515,
