Unit.ID	Timestamp	Date	Time	S_Height_cm	S_Height_pixel	S_Area_cmsquared	S_Area_pixel	S_Perimeter_cm	S_Perimeter_pixel	S_Convex_hull_area_cmsquared	S_Solidity	S_Compactness	S_Width_cm	S_Width_pixel	S_Leaf_area_cmsquared	Genotype	Soil	Replication	Row	Column	Platform
37	2020-03-01 23:41:37	2020-03-01	23:41:37	5.11538461538462	1197	1.05668220285239	60569	24.4671885993385	5857.83419563362	NA	NA	0.129728629869991	3.99661706686	979	NA	EPPN_T	S2	3	3	1	SPPU
38	2020-03-01 23:44:28	2020-03-01	23:44:28	2.91025641025641	681	0.533182345483248	30562	16.2592803112337	3892.73037303978	NA	NA	0.278096763332939	3.24138299396	794	NA	EPPN4_L	S2	3	3	2	SPPU
39	2020-03-01 23:47:19	2020-03-01	23:47:19	5.82264957264957	1362.5	2.01865048143188	115709	30.5090214098652	7304.34508911492	NA	NA	0.171192990658354	4.62938074956	1134	NA	EPPN3_H	S2	3	3	3	SPPU
40	2020-03-01 23:50:06	2020-03-01	23:50:06	5.8482905982906	1368.5	2.21988922088444	127244	30.8787361276584	7392.8606742924	NA	NA	0.159733955762729	4.7967569495	1175	NA	EPPN1_H	S2	3	3	4	SPPU
41	2020-03-01 23:52:36	2020-03-01	23:52:36	4.88247863247863	1142.5	1.40122176639368	80318	28.1937673379177	6750.03643124973	NA	NA	0.246950127823994	4.31095773504	1056	NA	EPPN3_L	S2	3	3	5	SPPU
42	2020-03-01 23:55:09	2020-03-01	23:55:09	2.68376068376068	628	0.848883795776581	48658	19.6704889571606	4709.42799129787	NA	NA	0.224827191069382	3.62104120358	887	NA	EPPN2_L	S2	3	3	6	SPPU
43	2020-03-01 23:57:59	2020-03-01	23:57:59	4.21794871794872	987	2.01161977384632	115306	35.5112043038795	8501.94725294355	NA	NA	0.293942810290048	5.98471973444	1466	NA	EPPN1_L	S2	3	3	7	SPPU
44	2020-03-02 00:00:48	2020-03-02	00:00:48	4.82478632478633	1129	1.22655317000017	70306	26.5657690652287	6360.26774517978	NA	NA	0.182514855649041	4.04560522294	991	NA	EPPN4_H	S2	3	3	8	SPPU
45	2020-03-02 00:03:37	2020-03-02	00:03:37	4.23290598290598	990.5	1.57042978840932	90017	28.0288475754369	6710.55201642727	NA	NA	0.20584018384917	4.59672197884	1126	NA	EPPN2_H	S2	3	3	9	SPPU
46	2020-03-02 00:06:26	2020-03-02	00:06:26	3.65811965811966	856	1.22370948430179	70143	25.2758868375435	6051.44941932279	NA	NA	0.503367537313433	4.84982745192	1188	NA	EPPN1_L	S1	3	3	10	SPPU
47	2020-03-02 00:09:15	2020-03-02	00:09:15	4.91452991452991	1150	1.35432712125727	77630	31.1884925068837	7467.02127934821	NA	NA	0.356800374834058	5.00495661284	1226	NA	EPPN3_L	S1	3	3	11	SPPU
48	2020-03-02 00:12:04	2020-03-02	00:12:04	6.10897435897436	1429.5	2.50481606030701	143576	44.0919448615604	10556.3130522084	NA	NA	0.192992629699389	6.91141235362	1693	NA	EPPN4_H	S1	3	3	12	SPPU
49	2020-03-02 00:14:55	2020-03-02	00:14:55	3.07905982905983	720.5	1.12711140017966	64606	21.6755719757931	5189.4767645332	NA	NA	0.17986731145615	3.49448846704	856	NA	EPPN2_L	S1	3	3	13	SPPU
50	2020-03-02 00:17:46	2020-03-02	00:17:46	5.6965811965812	1333	1.98342715980598	113690	39.0616307344602	9351.9758236433	NA	NA	0.203763778116319	6.86650654388	1682	NA	EPPN3_H	S1	3	3	14	SPPU
51	2020-03-02 00:20:35	2020-03-02	00:20:35	4.96794871794872	1162.5	1.86011936522855	106622	32.1484683032202	7696.85475710678	NA	NA	0.246782764877977	6.07861370026	1489	NA	EPPN1_H	S1	3	3	15	SPPU
52	2020-03-02 00:23:12	2020-03-02	00:23:12	3.01923076923077	706.5	0.672488052854615	38547	18.1830573486404	4353.31320088458	NA	NA	0.136081054842639	3.1229949501	765	NA	EPPN4_L	S1	3	3	16	SPPU
53	2020-03-02 00:26:01	2020-03-02	00:26:01	3.16452991452991	740.5	0.585956267186239	33587	15.2456503064993	3650.05122421374	NA	NA	0.157313948750135	2.27794925772	558	NA	EPPN_T	S1	3	3	17	SPPU
