plant_id	face	date	type	mean01	mean02	mean03	mean04	mean05	mean06	mean07	mean08	mean09	mean10	sd01	sd02	sd03	sd04	sd05	sd06	sd07	sd08	sd09	sd10	n01	n02	n03	n04	n05	n06	n07	n08	n09	n10
ZM009-03	C	09/04/2021	lat:tot	0.399602533	0.330756483	0.335326768	0.36126161	0.409890748	0.411861946	0.400552709	0.425578369	0.421684625	0.492735276	0.125149516	0.065246289	0.060019684	0.070828175	0.051013202	0.086167848	0.059058821	0.081612467	0.083429163	0.09320663	6	6	6	6	6	6	6	6	6	6
ZM009-03	C	16/04/2021	lat:tot	0.328160623	0.303018931	0.291138666	0.328636225	0.37238246	0.366354077	0.330005713	0.345355129	0.335688814	0.349380209	0.093746427	0.090790793	0.029487069	0.057781613	0.042834223	0.071698334	0.071513528	0.044839032	0.058075549	0.042114616	6	6	6	6	6	6	6	6	6	6
ZM009-03	C	26/04/2021	lat:tot	0.397913463	0.306969382	0.279726055	0.300532892	0.35080414	0.344092207	0.323493108	0.334462073	0.315859846	0.326955095	0.103215671	0.117219544	0.048722356	0.035669091	0.04762988	0.060899203	0.060273733	0.032363956	0.057424339	0.047025441	6	6	6	6	6	6	6	6	6	6
ZM009-03	D	19/03/2021	lat:tot	NA	0.53922118	NA	0.417193023	0.552400108	NA	NA	NA	0.234904117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	1	0	0	0	1	0
ZM009-03	D	26/03/2021	lat:tot	0.357341166	0.354365495	0.373468966	0.382743076	0.453177937	0.433654344	0.452148139	0.571488067	0.320611861	0.7749766	0.099317745	0.077376439	0.150573796	0.143952837	0.062798959	0.153094881	0.151287618	0.060837971	0.142163072	0.071924554	6	6	6	6	6	6	6	4	5	6
ZM009-03	D	02/04/2021	lat:tot	0.403049859	0.317676502	0.345084184	0.37956054	0.38736501	0.395160184	0.354691133	0.391585521	0.333342668	0.378559368	0.062305145	0.087446158	0.074913305	0.055128451	0.109137945	0.045108472	0.084389404	0.14962227	0.158184502	0.122742711	6	6	6	6	6	6	6	6	6	6
ZM009-03	D	09/04/2021	lat:tot	0.431831585	0.327612177	0.3426617	0.366336365	0.371452245	0.38602085	0.386184046	0.410770654	0.414144999	0.444490593	0.063567468	0.082885638	0.070807278	0.087295014	0.101164494	0.073926232	0.09854915	0.103835682	0.092072475	0.118377836	6	6	6	6	6	6	6	6	6	6
ZM009-03	D	16/04/2021	lat:tot	0.420281197	0.286939897	0.291836237	0.325125926	0.336630455	0.344614504	0.331414306	0.341415581	0.355283325	0.324923125	0.08439059	0.051145503	0.051014297	0.045297186	0.076886401	0.054799129	0.044626454	0.04048114	0.074884706	0.039789803	6	6	6	6	6	6	6	6	6	6
ZM009-03	D	26/04/2021	lat:tot	0.430543558	0.283490388	0.277379954	0.316897761	0.330726566	0.33482185	0.319527925	0.327915524	0.322974252	0.298438956	0.06903186	0.061088976	0.051070626	0.046932846	0.076062919	0.058596765	0.043009799	0.031644887	0.060797399	0.042752696	6	6	6	6	6	6	6	6	6	6
ZM009-04	A	19/03/2021	lat:tot	0.410685055	0.451423907	0.377450336	0.399057885	0.40445222	0.409891244	0.436998372	0.491824105	0.208635882	0.39093064	0.08860181	0.099300144	0.10653959	0.019256787	0.011595571	0.077051297	0.04035903	NA	0.07697807	0.003547412	6	5	6	2	3	3	2	1	2	2
ZM009-04	A	26/03/2021	lat:tot	0.393542383	0.400678308	0.403967685	0.444469465	0.438280344	0.414015496	0.421839764	0.443757002	0.333797359	0.745512201	0.090922852	0.110989879	0.121754758	0.043672226	0.148388758	0.101437813	0.172415165	0.072880215	0.115263435	0.082894632	6	6	6	6	6	6	6	4	6	6
ZM009-04	A	02/04/2021	lat:tot	0.403512573	0.439277446	0.419384506	0.441086088	0.395742888	0.357747729	0.335031886	0.383273109	0.25827237	0.663234989	0.090654834	0.075640456	0.079445285	0.049475697	0.076421886	0.111801451	0.127688596	0.152558045	0.230049631	0.133303046	6	6	6	6	6	6	6	5	5	6
ZM009-04	A	09/04/2021	lat:tot	0.383178843	0.488023033	0.473639822	0.493414858	0.457836464	0.443254878	0.440413454	0.48906538	0.376051275	0.556828329	0.085319085	0.057967168	0.064223899	0.023729417	0.069760122	0.0667239	0.071410838	0.084478868	0.068888995	0.184095125	6	6	6	6	6	6	6	6	6	6
ZM009-04	A	16/04/2021	lat:tot	0.345309893	0.399489454	0.42338362	0.460768872	0.416728514	0.382543448	0.39341266	0.405577569	0.322682936	0.556241063	0.09375318	0.075768676	0.100762201	0.054071031	0.083403468	0.06364928	0.063370189	0.110984927	0.044263056	0.096732301	6	6	6	6	6	6	6	6	6	6
ZM009-04	A	26/04/2021	lat:tot	0.325104692	0.382532985	0.416370237	0.438462745	0.397672609	0.370134827	0.366355029	0.38954692	0.362532489	0.401328761	0.080489258	0.081689474	0.093652609	0.084632747	0.101459751	0.066359415	0.05939747	0.060969346	0.0571192	0.086051621	6	6	6	6	6	6	6	6	6	6
ZM009-04	B	19/03/2021	lat:tot	0.313143047	0.392552314	0.394331917	0.316175558	0.322266841	NA	NA	NA	NA	NA	0.187677328	0.101721327	0.021128849	0.17934723	NA	NA	NA	NA	NA	NA	3	5	3	3	1	0	0	0	0	0
ZM009-04	B	26/03/2021	lat:tot	0.471078577	0.459703618	0.530044782	0.472078263	0.459979133	0.440357109	0.507493756	0.491819476	0.278479898	0.704719965	0.195611799	0.131903118	0.083785199	0.082033401	0.155159815	0.084820939	0.11439574	0.151914181	0.140803425	0.070775407	5	6	6	6	6	6	6	6	6	6
ZM009-04	B	02/04/2021	lat:tot	0.547636525	0.478869541	0.4732362	0.482748043	0.430647636	0.369428033	0.37339135	0.420007333	0.322954267	0.621159174	0.17051422	0.112678496	0.130286617	0.071468507	0.081986521	0.098070361	0.088703563	0.112681969	0.1298322	0.175332191	6	6	6	6	6	6	6	6	6	6
ZM009-04	B	09/04/2021	lat:tot	0.518724831	0.532944471	0.517726392	0.534181304	0.514794596	0.468489018	0.503210519	0.485605884	0.497681405	0.600906534	0.111668806	0.082804139	0.11974479	0.038288282	0.043112937	0.048670703	0.055205229	0.067687406	0.068887322	0.138387053	6	6	6	6	6	6	6	6	6	6
ZM009-04	B	16/04/2021	lat:tot	0.491411284	0.463652594	0.457714217	0.484091983	0.453273837	0.382640138	0.447714162	0.376784053	0.436766147	0.571590136	0.116426713	0.098777248	0.098959981	0.053321107	0.038011441	0.070157454	0.069408408	0.039856844	0.035077755	0.08132619	6	6	6	6	6	6	6	6	6	6
ZM009-04	B	26/04/2021	lat:tot	0.506922052	0.425434635	0.431866574	0.453410044	0.426579825	0.379882314	0.445276496	0.376239511	0.41112934	0.436550238	0.107288327	0.053191068	0.101703132	0.031012215	0.042911704	0.032118665	0.073810453	0.052122264	0.036425364	0.098314712	6	6	6	6	6	6	6	6	6	6
ZM009-04	C	19/03/2021	lat:tot	0.213710107	0.335138856	NA	NA	0.57365872	0.421637027	0.411384031	NA	0.098923667	0.290084863	0.088795442	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	0	0	1	1	1	0	1	1
