datetime	INPUT1
21/03/2021 02:19	0.002694172
21/03/2021 02:24	0.002711407
21/03/2021 02:29	0.003282895
21/03/2021 02:34	0.003795799
21/03/2021 02:39	0.004916296
21/03/2021 02:44	0.005719811
21/03/2021 02:49	0.004910156
21/03/2021 02:54	0.005051195
21/03/2021 02:59	0.00475562
21/03/2021 03:04	0.004991952
21/03/2021 03:09	0.006434738
21/03/2021 03:14	0.006646822
21/03/2021 03:19	0.003869624
21/03/2021 03:24	0.003923203
21/03/2021 03:29	0.003232854
21/03/2021 03:34	0.002708433
21/03/2021 03:39	0.003296928
21/03/2021 03:44	0.00560388
21/03/2021 03:49	0.00405417
21/03/2021 03:54	0.003038373
21/03/2021 03:59	0.134001878
21/03/2021 04:04	15.438422
21/03/2021 04:09	51.99703
21/03/2021 04:14	92.43933667
21/03/2021 04:19	96.82414333
21/03/2021 04:24	96.76074667
21/03/2021 04:29	96.75241
21/03/2021 04:34	96.73351667
21/03/2021 04:39	96.74863333
21/03/2021 04:44	96.66796667
21/03/2021 04:49	96.55068667
21/03/2021 04:54	96.53371667
21/03/2021 04:59	96.52007333
21/03/2021 05:04	125.75738
21/03/2021 05:09	316.3089333
21/03/2021 05:14	457.7107333
21/03/2021 05:19	510.9411
21/03/2021 05:24	509.5530667
21/03/2021 05:29	507.8689333
21/03/2021 05:34	506.3984333
21/03/2021 05:39	505.8702667
21/03/2021 05:44	505.8411333
21/03/2021 05:49	506.1027
21/03/2021 05:54	506.0505333
21/03/2021 05:59	505.8483333
21/03/2021 06:04	505.6591
21/03/2021 06:09	505.4389333
21/03/2021 06:14	504.8662
21/03/2021 06:19	504.8420333
21/03/2021 06:24	505.8345205
21/03/2021 06:29	506.6341667
21/03/2021 06:34	507.1470667
21/03/2021 06:39	507.8363
21/03/2021 06:44	508.2111667
21/03/2021 06:49	509.2125667
21/03/2021 06:54	511.3001
21/03/2021 06:59	512.5207
21/03/2021 07:04	513.0965333
21/03/2021 07:09	513.0497333
21/03/2021 07:14	512.8402
21/03/2021 07:19	513.7646667
21/03/2021 07:24	514.9366667
21/03/2021 07:29	516.2703
21/03/2021 07:34	517.6440333
21/03/2021 07:39	517.0297333
21/03/2021 07:44	523.3705667
21/03/2021 07:49	532.3465
21/03/2021 07:54	536.5753
21/03/2021 07:59	534.857
