plant_id	face	date	type	mean01	mean02	mean03	mean04	mean05	mean06	mean07	mean08	mean09	mean10	sd01	sd02	sd03	sd04	sd05	sd06	sd07	sd08	sd09	sd10	n01	n02	n03	n04	n05	n06	n07	n08	n09	n10
ZM009-04	A	02/04/2021	lat:vert	0.709193317	0.80891206	0.751467453	0.800991841	0.678870607	0.597053364	0.546817891	0.700900823	0.48457402	2.453158418	0.26072692	0.227065359	0.257191616	0.160221089	0.227969001	0.27856604	0.269153557	0.407790316	0.559717542	1.61996971	6	6	6	6	6	6	6	5	5	6
ZM009-04	A	09/04/2021	lat:vert	0.647256351	0.97494869	0.9233905	0.977471773	0.870819027	0.818375794	0.812004468	1.016187043	0.619774221	1.60815407	0.226862316	0.231231789	0.233231869	0.088967669	0.246816771	0.223284467	0.23585508	0.431173995	0.186151819	1.065065449	6	6	6	6	6	6	6	6	6	6
ZM009-04	A	16/04/2021	lat:vert	0.555371999	0.688124869	0.787567987	0.869724634	0.745419068	0.635097157	0.663133009	0.729895179	0.481941449	1.343409245	0.236735928	0.218030543	0.368656763	0.182636288	0.260638727	0.182037609	0.168143323	0.310262276	0.101541409	0.500826885	6	6	6	6	6	6	6	6	6	6
ZM009-04	A	26/04/2021	lat:vert	0.501012967	0.642926447	0.753310607	0.813158373	0.697136413	0.602438971	0.589195222	0.651660876	0.580965659	0.698011712	0.195978446	0.213476835	0.299853905	0.259361151	0.266893838	0.169431704	0.141345834	0.163603584	0.164278223	0.231830889	6	6	6	6	6	6	6	6	6	6
ZM009-04	B	19/03/2021	lat:vert	0.526278499	0.68371492	0.65243341	0.528160947	0.475506969	NA	NA	NA	NA	NA	0.389973898	0.28068129	0.058655908	0.379896589	NA	NA	NA	NA	NA	NA	3	5	3	3	1	0	0	0	0	0
ZM009-04	B	26/03/2021	lat:vert	1.107830079	0.940548763	1.17432482	0.932347714	0.964737397	0.823479467	1.138206246	1.098887185	0.446697437	2.574058458	0.7669267	0.447173673	0.314418384	0.295697824	0.482491701	0.293676817	0.568149151	0.550576728	0.378147682	0.955599303	5	6	6	6	6	6	6	6	6	6
ZM009-04	B	02/04/2021	lat:vert	1.66219254	1.01737532	0.983427279	0.965948945	0.785203157	0.620076073	0.621651163	0.794775215	0.529352123	2.229045763	1.56165335	0.556118446	0.417610501	0.284431662	0.241429262	0.266405171	0.220612826	0.444121149	0.330769741	1.587229119	6	6	6	6	6	6	6	6	6	6
ZM009-04	B	09/04/2021	lat:vert	1.166309717	1.20197312	1.17282358	1.158488037	1.074377998	0.893863455	1.032421132	0.973979907	1.021432343	1.748926876	0.465051135	0.416980314	0.490921287	0.171789732	0.181267652	0.163289478	0.211394892	0.2746681	0.270402722	0.873344887	6	6	6	6	6	6	6	6	6	6
ZM009-04	B	16/04/2021	lat:vert	1.041475501	0.926460221	0.890549592	0.955979818	0.83641551	0.638446272	0.834863788	0.610045431	0.781359939	1.425487773	0.397700592	0.41049719	0.308684154	0.205202935	0.126978864	0.198145509	0.23142156	0.102583499	0.113708918	0.583012861	6	6	6	6	6	6	6	6	6	6
ZM009-04	B	26/04/2021	lat:vert	1.09823	0.753198397	0.80614786	0.834595162	0.752125393	0.616322433	0.831297552	0.612700657	0.703608102	0.824024969	0.391501054	0.165728898	0.309983865	0.107330497	0.131672734	0.086363319	0.258769515	0.137131624	0.105685805	0.341879589	6	6	6	6	6	6	6	6	6	6
